#Sample,Regressor_0_NPV,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
130,-1760168.000000,300710.967460,0.000000,303233.029173,303156.862540,-134519.999589,306203.800780
131,-1750642.625000,300911.137116,0.000000,303233.029173,303156.862540,88346.248654,306203.800780
132,-1749800.250000,300928.817858,0.000000,303233.029173,303156.862540,111290.406478,306203.800780
133,-1747304.500000,300981.181316,0.000000,303233.029173,303156.862540,87163.401483,306203.800780
134,-1744082.500000,301048.737542,0.000000,303233.029173,303156.862540,9167.731818,306203.800780
135,-1739721.250000,301140.100392,0.000000,303233.029173,303156.862540,-127885.881439,306203.800780
136,-1735930.000000,301219.447523,0.000000,303233.029173,303156.862540,36443.519349,306203.800780
137,-1729804.250000,301347.506340,0.000000,303233.029173,303156.862540,131342.588095,306203.800780
138,-1726071.125000,301425.458291,0.000000,303233.029173,303156.862540,-192144.482075,306203.800780
139,-1725032.125000,301447.141822,0.000000,303233.029173,303156.862540,-127284.822493,306203.800780
140,-1724367.125000,301461.017378,0.000000,303233.029173,303156.862540,217856.082595,306203.800780
141,-1722593.250000,301498.019713,0.000000,303233.029173,303156.862540,-104270.003712,306203.800780
142,-1707819.625000,301805.601831,0.000000,303233.029173,303156.862540,69932.159363,306203.800780
143,-1706690.000000,301829.076964,0.000000,303233.029173,303156.862540,92036.590027,306203.800780
144,-1698345.000000,302002.307106,0.000000,303233.029173,303156.862540,50313.853576,306203.800780
145,-1685450.375000,302269.322950,0.000000,303233.029173,303156.862540,-142617.040115,306203.800780
146,-1681927.500000,302342.134287,0.000000,303233.029173,303156.862540,51084.860419,306203.800780
147,-1677227.500000,302439.182077,0.000000,303233.029173,303156.862540,77736.766204,306203.800780
148,-1676015.750000,302464.185712,0.000000,303233.029173,303156.862540,33739.815086,306203.800780
149,-1667258.500000,302644.676869,0.000000,303233.029173,303156.862540,-88480.693246,306203.800780
150,-1664218.750000,302707.241927,0.000000,303233.029173,303156.862540,-195657.980386,306203.800780
151,-1641762.125000,303168.086495,0.000000,303233.029173,303156.862540,26359.212577,306203.800780
152,-1618128.875000,303650.489958,0.000000,303233.029173,303156.862540,-111001.041476,306203.800780
153,-1617090.000000,303671.634856,0.000000,303233.029173,303156.862540,-58342.258855,306203.800780
154,-1613615.500000,303742.316550,0.000000,303233.029173,303156.862540,-152849.003698,306203.800780
155,-1600214.625000,304014.396525,nan,303233.029173,303156.862540,-49266.409930,306203.800780
156,-1587672.250000,304268.279692,0.000000,303233.029173,303156.862540,-1895.788993,306203.800780
157,-1587095.875000,304279.928912,0.000000,303233.029173,303156.862540,122282.885651,306203.800780
158,-1582764.250000,304367.426238,0.000000,303233.029173,303156.862540,-60168.058737,306203.800780
159,-1579918.625000,304424.858930,0.000000,303233.029173,303156.862540,130537.465098,306203.800780
160,-1569659.125000,304631.609117,0.000000,303233.029173,303156.862540,-124696.978876,306203.800780
161,-1557894.625000,304868.081582,0.000000,303233.029173,303156.862540,6891.818148,306203.800780
162,-1556807.000000,304889.910725,0.000000,303233.029173,303156.862540,-29074.908851,306203.800780
163,-1554332.875000,304939.546995,0.000000,303233.029173,303156.862540,56881.112047,306203.800780
164,-1539488.250000,305236.762470,0.000000,303233.029173,303156.862540,-209250.373186,306203.800780
165,-1537301.750000,305280.453298,0.000000,303233.029173,303156.862540,-8895.132783,306203.800780
166,-1532303.250000,305380.250210,0.000000,303233.029173,303156.862540,176782.333881,306203.800780
167,-1531894.500000,305388.405918,0.000000,303233.029173,303156.862540,-182882.244373,306203.800780
168,-1524246.875000,305540.854337,0.000000,303233.029173,303156.862540,56565.391377,306203.800780
169,-1518952.000000,305646.243786,0.000000,303233.029173,303156.862540,-218416.784923,306203.800780
170,-1494296.750000,306135.273458,0.000000,303233.029173,303156.862540,-117659.809034,306203.800780
171,-1493677.750000,306147.514993,0.000000,303233.029173,303156.862540,-6612.159532,306203.800780
172,-1486542.750000,306288.491384,0.000000,303233.029173,303156.862540,93702.983181,306203.800780
173,-1485645.250000,306306.207960,0.000000,303233.029173,303156.862540,176184.527728,306203.800780
174,-1485471.500000,306309.637342,0.000000,303233.029173,303156.862540,-29167.352155,306203.800780
175,-1484584.125000,306327.149694,0.000000,303233.029173,303156.862540,154244.083005,306203.800780
176,-1484402.625000,306330.731151,0.000000,303233.029173,303156.862540,162858.804195,306203.800780
177,-1480485.500000,306407.989039,0.000000,303233.029173,303156.862540,132780.085042,306203.800780
178,-1479495.375000,306427.506202,nan,303233.029173,303156.862540,197459.293779,306203.800780
179,-1469597.625000,306622.361072,0.000000,303233.029173,303156.862540,-51975.315240,306203.800780
180,-1463638.250000,306739.464974,0.000000,303233.029173,303156.862540,210930.111380,306203.800780
181,-1460799.750000,306795.185254,0.000000,303233.029173,303156.862540,-82422.975836,306203.800780
182,-1457896.750000,306852.133475,0.000000,303233.029173,303156.862540,6599.849050,306203.800780
183,-1449543.500000,307015.784054,0.000000,303233.029173,303156.862540,-52702.136997,306203.800780
184,-1445585.500000,307093.214723,0.000000,303233.029173,303156.862540,-32840.347240,306203.800780
185,-1438063.250000,307240.175773,0.000000,303233.029173,303156.862540,3364.594574,306203.800780
186,-1432094.250000,307356.607410,0.000000,303233.029173,303156.862540,-419700.422931,306203.800780
187,-1430655.250000,307384.652313,0.000000,303233.029173,303156.862540,90390.659420,306203.800780
188,-1428003.250000,307436.312846,0.000000,303233.029173,303156.862540,-322514.900501,306203.800780
189,-1426655.625000,307462.552085,0.000000,303233.029173,303156.862540,-44773.258726,306203.800780
190,-1416492.000000,307660.178972,0.000000,303233.029173,303156.862540,-153409.408098,306203.800780
191,-1410429.000000,307777.847472,0.000000,303233.029173,303156.862540,65800.225153,306203.800780
192,-1410370.125000,307778.989278,0.000000,303233.029173,303156.862540,-171330.657401,306203.800780
193,-1402359.625000,307934.196098,0.000000,303233.029173,303156.862540,36465.662324,306203.800780
194,-1399680.125000,307986.047589,0.000000,303233.029173,303156.862540,-63401.793635,306203.800780
195,-1381824.000000,308330.754697,0.000000,303233.029173,303156.862540,-91283.467847,306203.800780
196,-1381352.000000,308339.846958,0.000000,303233.029173,303156.862540,-157966.051230,306203.800780
197,-1380913.000000,308348.302629,0.000000,303233.029173,303156.862540,-126635.451762,306203.800780
198,-1380690.000000,308352.597546,0.000000,303233.029173,303156.862540,-263512.011621,306203.800780
199,-1379783.625000,308370.051759,0.000000,303233.029173,303156.862540,-56932.229987,306203.800780
200,-1378008.625000,308404.222485,0.000000,303233.029173,303156.862540,-183505.075401,306203.800780
201,-1370488.500000,308548.835589,0.000000,303233.029173,303156.862540,69088.134096,306203.800780
202,-1368821.625000,308580.855320,0.000000,303233.029173,303156.862540,30163.282415,306203.800780
203,-1367453.375000,308607.129278,0.000000,303233.029173,303156.862540,-76941.684386,306203.800780
204,-1357255.375000,308802.691908,0.000000,303233.029173,303156.862540,-68412.004236,306203.800780
205,-1357003.250000,308807.520874,0.000000,303233.029173,303156.862540,-122156.529528,306203.800780
206,-1351878.750000,308905.608835,0.000000,303233.029173,303156.862540,-151170.319262,306203.800780
207,-1351788.375000,308907.337642,0.000000,303233.029173,303156.862540,-72160.757521,306203.800780
208,-1340400.250000,309124.890816,0.000000,303233.029173,303156.862540,22910.739171,306203.800780
209,-1337038.750000,309188.996116,0.000000,303233.029173,303156.862540,-112752.692336,306203.800780
210,-1335841.125000,309211.823129,0.000000,303233.029173,303156.862540,-2046.286724,306203.800780
211,-1333253.625000,309261.119558,nan,303233.029173,303156.862540,-119277.345911,306203.800780
212,-1331255.500000,309299.166852,0.000000,303233.029173,303156.862540,23656.528739,306203.800780
213,-1323241.875000,309451.578872,0.000000,303233.029173,303156.862540,-88781.971258,306203.800780
214,-1322105.125000,309473.175602,0.000000,303233.029173,303156.862540,-29074.254594,306203.800780
215,-1318573.125000,309540.242060,nan,303233.029173,303156.862540,113555.922550,306203.800780
216,-1309352.500000,309715.063154,0.000000,303233.029173,303156.862540,39697.933534,306203.800780
217,-1305492.125000,309788.142501,0.000000,303233.029173,303156.862540,-150261.497230,306203.800780
218,-1292591.375000,310031.880733,0.000000,303233.029173,303156.862540,-116517.052750,306203.800780
219,-1285676.750000,310162.216639,0.000000,303233.029173,303156.862540,90919.427228,306203.800780
220,-1258690.875000,310668.854797,0.000000,303233.029173,303156.862540,-221985.091265,306203.800780
221,-1256208.875000,310715.290662,0.000000,303233.029173,303156.862540,-66164.227850,306203.800780
222,-1255994.625000,310719.297801,0.000000,303233.029173,303156.862540,-84150.603968,306203.800780
223,-1255587.750000,310726.907068,0.000000,303233.029173,303156.862540,4462.430744,306203.800780
224,-1252659.125000,310781.655875,0.000000,303233.029173,303156.862540,-23880.688220,306203.800780
225,-1250804.750000,310816.302693,0.000000,303233.029173,303156.862540,254598.075077,306203.800780
226,-1250192.500000,310827.738535,0.000000,303233.029173,303156.862540,176264.820074,306203.800780
227,-1239138.875000,311033.918379,0.000000,303233.029173,303156.862540,-7753.519291,306203.800780
228,-1235133.375000,311108.498987,0.000000,303233.029173,303156.862540,253570.739670,306203.800780
229,-1233776.125000,311133.754370,0.000000,303233.029173,303156.862540,153325.958778,306203.800780
230,-1232233.875000,311162.442361,0.000000,303233.029173,303156.862540,77508.829862,306203.800780
231,-1231875.875000,311169.100163,0.000000,303233.029173,303156.862540,-161538.728262,306203.800780
232,-1224397.125000,311308.055368,0.000000,303233.029173,303156.862540,-140762.372712,306203.800780
233,-1219229.625000,311403.924146,0.000000,303233.029173,303156.862540,-8800.291876,306203.800780
234,-1216958.875000,311446.014650,0.000000,303233.029173,303156.862540,-68598.765132,306203.800780
235,-1216075.000000,311462.392002,0.000000,303233.029173,303156.862540,-153405.489978,306203.800780
236,-1206308.875000,311643.121152,0.000000,303233.029173,303156.862540,-98441.158050,306203.800780
237,-1205426.375000,311659.431886,0.000000,303233.029173,303156.862540,-83090.887022,306203.800780
238,-1204625.500000,311674.231045,0.000000,303233.029173,303156.862540,7821.127081,306203.800780
239,-1198561.625000,311786.192822,0.000000,303233.029173,303156.862540,57854.939904,306203.800780
240,-1190735.125000,311930.461849,0.000000,303233.029173,303156.862540,-289820.017286,306203.800780
241,-1178684.250000,312152.078217,0.000000,303233.029173,303156.862540,-147864.678406,306203.800780
242,-1156242.750000,312563.095374,0.000000,303233.029173,303156.862540,-53714.077359,306203.800780
243,-1150553.125000,312666.953852,0.000000,303233.029173,303156.862540,5568.016215,306203.800780
244,-1142112.625000,312820.768611,nan,303233.029173,303156.862540,12818.008422,306203.800780
245,-1126707.750000,313100.704132,0.000000,303233.029173,303156.862540,-261446.843670,306203.800780
246,-1126252.750000,313108.956762,0.000000,303233.029173,303156.862540,-20345.231794,306203.800780
247,-1120489.875000,313213.404517,0.000000,303233.029173,303156.862540,-65733.242443,306203.800780
248,-1119469.375000,313231.885392,0.000000,303233.029173,303156.862540,-36229.527245,306203.800780
249,-1118220.750000,313254.491425,0.000000,303233.029173,303156.862540,-179078.651892,306203.800780
250,-1112820.875000,313352.177476,0.000000,303233.029173,303156.862540,134037.257690,306203.800780
251,-1112365.000000,313360.418705,0.000000,303233.029173,303156.862540,-211920.184321,306203.800780
252,-1112128.750000,313364.689240,0.000000,303233.029173,303156.862540,-157773.561595,306203.800780
253,-1110057.125000,313402.126352,0.000000,303233.029173,303156.862540,-110467.812953,306203.800780
254,-1105311.625000,313487.814509,0.000000,303233.029173,303156.862540,34697.165628,306203.800780
255,-1099230.875000,313597.471472,0.000000,303233.029173,303156.862540,38883.424004,306203.800780
256,-1093794.500000,313695.373740,0.009087,303233.029173,303156.862540,304431.191374,306203.800780
257,-1091626.875000,313734.374588,0.000000,303233.029173,303156.862540,73451.937631,306203.800780
258,-1090888.125000,313747.661896,0.000000,303233.029173,303156.862540,44145.159023,306203.800780
259,-1083735.500000,313876.189537,0.000000,303233.029173,303156.862540,71611.441463,306203.800780
260,-1083232.875000,313885.213115,0.000000,303233.029173,303156.862540,-279556.456701,306203.800780
261,-1080649.625000,313931.572895,0.000000,303233.029173,303156.862540,-116594.357358,306203.800780
262,-1080120.250000,313941.069692,0.000000,303233.029173,303156.862540,24670.134741,306203.800780
263,-1063488.750000,314238.822831,0.000000,303233.029173,303156.862540,-50362.327085,306203.800780
264,-1062571.500000,314255.209958,0.000000,303233.029173,303156.862540,96450.239121,306203.800780
265,-1055077.250000,314388.964059,0.000000,303233.029173,303156.862540,-114138.998867,306203.800780
266,-1048208.125000,314511.351034,0.000000,303233.029173,303156.862540,77204.575248,306203.800780
267,-1045023.250000,314568.027707,0.000000,303233.029173,303156.862540,103892.908885,306203.800780
268,-1042011.250000,314621.588280,0.000000,303233.029173,303156.862540,63066.466716,306203.800780
269,-1040821.312500,314642.737591,0.009087,303233.029173,303156.862540,302739.648628,306203.800780
270,-1037278.062500,314705.677783,0.000000,303233.029173,303156.862540,138058.128643,306203.800780
271,-1015576.000000,315090.018050,0.000000,303233.029173,303156.862540,21710.660557,306203.800780
272,-1015082.687500,315098.731346,0.000000,303233.029173,303156.862540,-85520.955313,306203.800780
273,-1005231.187500,315272.521224,0.000000,303233.029173,303156.862540,157257.141391,306203.800780
274,-1002809.437500,315315.180403,0.000000,303233.029173,303156.862540,141295.060896,306203.800780
275,-985987.000000,315610.825036,0.000000,303233.029173,303156.862540,-91396.537843,306203.800780
276,-985695.437500,315615.938563,0.000000,303233.029173,303156.862540,58873.486591,306203.800780
277,-985149.875000,315625.505872,0.000000,303233.029173,303156.862540,27515.873363,306203.800780
278,-983969.187500,315646.206821,0.000000,303233.029173,303156.862540,-46812.150695,306203.800780
279,-983527.812500,315653.943925,0.000000,303233.029173,303156.862540,-244641.862931,306203.800780
280,-975530.000000,315793.999970,0.000000,303233.029173,303156.862540,-52944.916468,306203.800780
281,-964433.062500,315987.881981,0.000000,303233.029173,303156.862540,-3151.802546,306203.800780
282,-964195.875000,315992.020399,0.000000,303233.029173,303156.862540,-71744.034849,306203.800780
283,-954120.187500,316167.601884,0.000000,303233.029173,303156.862540,13709.293312,306203.800780
284,-950107.937500,316237.401950,0.000000,303233.029173,303156.862540,-115749.516993,306203.800780
285,-943447.500000,316353.123089,0.000000,303233.029173,303156.862540,-116669.291230,306203.800780
286,-942356.812500,316372.055456,0.000000,303233.029173,303156.862540,-105608.593384,306203.800780
287,-936192.250000,316478.967674,0.000000,303233.029173,303156.862540,23103.561720,306203.800780
288,-934179.562500,316513.839408,0.000000,303233.029173,303156.862540,-106415.860859,306203.800780
289,-928021.250000,316620.433037,0.000000,303233.029173,303156.862540,314304.787947,306203.800780
290,-927603.062500,316627.665667,0.000000,303233.029173,303156.862540,138653.494436,306203.800780
291,-926122.937500,316653.258842,0.000000,303233.029173,303156.862540,-77218.027860,306203.800780
292,-924903.250000,316674.341869,0.000000,303233.029173,303156.862540,128583.780718,306203.800780
293,-922776.875000,316711.082702,0.000000,303233.029173,303156.862540,-23637.461200,306203.800780
294,-922647.812500,316713.312118,0.000000,303233.029173,303156.862540,-48248.887219,306203.800780
295,-922508.937500,316715.710957,0.000000,303233.029173,303156.862540,-70853.081145,306203.800780
296,-921089.062500,316740.232366,0.000000,303233.029173,303156.862540,-168164.222162,306203.800780
297,-916547.500000,316818.609301,0.000000,303233.029173,303156.862540,-46072.391452,306203.800780
298,-915609.937500,316834.778781,0.000000,303233.029173,303156.862540,56454.069417,306203.800780
299,-913104.437500,316877.971424,0.000000,303233.029173,303156.862540,-104355.959825,306203.800780
300,-908370.562500,316959.508033,0.000000,303233.029173,303156.862540,182446.734741,306203.800780
301,-890296.875000,317269.954309,0.000000,303233.029173,303156.862540,-390985.875018,306203.800780
302,-886846.937500,317329.058824,0.000000,303233.029173,303156.862540,79712.229210,306203.800780
303,-872204.250000,317579.369699,0.000000,303233.029173,303156.862540,278328.775118,306203.800780
304,-865969.562500,317685.680077,0.000000,303233.029173,303156.862540,-204205.275184,306203.800780
305,-848834.500000,317977.031299,0.000000,303233.029173,303156.862540,-114713.854418,306203.800780
306,-843645.562500,318065.021305,0.000000,303233.029173,303156.862540,-100563.380424,306203.800780
307,-831442.062500,318271.522414,0.000000,303233.029173,303156.862540,78178.583373,306203.800780
308,-824805.125000,318383.572330,0.000000,303233.029173,303156.862540,-186867.951110,306203.800780
309,-823359.125000,318407.960843,0.000000,303233.029173,303156.862540,252599.988461,306203.800780
310,-808672.187500,318655.188060,0.000000,303233.029173,303156.862540,-38977.044727,306203.800780
311,-805787.937500,318703.635294,0.000000,303233.029173,303156.862540,-65684.889437,306203.800780
312,-804591.250000,318723.726270,0.000000,303233.029173,303156.862540,83607.221249,306203.800780
313,-801616.500000,318773.643458,0.000000,303233.029173,303156.862540,-50343.949543,306203.800780
314,-796148.312500,318865.306943,0.000000,303233.029173,303156.862540,-94011.915717,306203.800780
315,-796028.500000,318867.313998,0.004544,303233.029173,303156.862540,149984.208132,306203.800780
316,-790350.187500,318962.367823,0.000000,303233.029173,303156.862540,29220.832646,306203.800780
317,-789374.125000,318978.693664,0.000000,303233.029173,303156.862540,-47951.637194,306203.800780
318,-783858.562500,319070.875198,0.000000,303233.029173,303156.862540,105041.336647,306203.800780
319,-779204.562500,319148.561003,0.000000,303233.029173,303156.862540,-171633.143299,306203.800780
320,-778175.875000,319165.720223,nan,303233.029173,303156.862540,-60487.599390,306203.800780
321,-777405.812500,319178.562579,0.000000,303233.029173,303156.862540,187003.868697,306203.800780
322,-772604.875000,319258.573527,0.000000,303233.029173,303156.862540,-24543.049849,306203.800780
323,-763997.500000,319401.786686,0.000000,303233.029173,303156.862540,-89443.857128,306203.800780
324,-763102.312500,319416.663909,0.000000,303233.029173,303156.862540,105009.295634,306203.800780
325,-757330.687500,319512.505070,0.000000,303233.029173,303156.862540,36327.039494,306203.800780
326,-753954.687500,319568.502821,0.000000,303233.029173,303156.862540,-43190.554954,306203.800780
327,-751973.250000,319601.347416,0.001136,303233.029173,303156.862540,-37039.188784,306203.800780
328,-751936.625000,319601.954368,0.000000,303233.029173,303156.862540,37091.028959,306203.800780
329,-743053.312500,319749.008508,0.000000,303233.029173,303156.862540,43780.350228,306203.800780
330,-742872.812500,319751.993187,0.000000,303233.029173,303156.862540,-120471.503240,306203.800780
331,-736589.125000,319855.815615,0.000000,303233.029173,303156.862540,188462.132228,306203.800780
332,-733603.875000,319905.083526,0.000000,303233.029173,303156.862540,-13094.610018,306203.800780
333,-733441.562500,319907.761263,0.000000,303233.029173,303156.862540,-30060.746738,306203.800780
334,-728033.000000,319996.927670,0.000000,303233.029173,303156.862540,-144703.390463,306203.800780
335,-724923.062500,320048.145064,0.000000,303233.029173,303156.862540,-85111.503671,306203.800780
336,-717035.062500,320177.877002,0.000000,303233.029173,303156.862540,-1324.385825,306203.800780
337,-713017.312500,320243.859436,0.000000,303233.029173,303156.862540,104230.593930,306203.800780
338,-710273.000000,320288.891145,0.000000,303233.029173,303156.862540,117206.962886,306203.800780
339,-710170.562500,320290.571465,0.000000,303233.029173,303156.862540,153748.876539,306203.800780
340,-704026.625000,320391.275448,0.000000,303233.029173,303156.862540,168011.671111,306203.800780
341,-697311.687500,320501.164797,0.000000,303233.029173,303156.862540,-60368.173637,306203.800780
342,-691477.812500,320596.488445,0.000000,303233.029173,303156.862540,-161952.622166,306203.800780
343,-691444.250000,320597.036450,0.000000,303233.029173,303156.862540,-83566.951083,306203.800780
344,-684845.125000,320704.698346,0.000000,303233.029173,303156.862540,-80986.503491,306203.800780
345,-679444.250000,320792.681245,0.000000,303233.029173,303156.862540,57102.506151,306203.800780
346,-678362.250000,320810.293487,0.000000,303233.029173,303156.862540,-77292.727795,306203.800780
347,-678259.375000,320811.967790,0.000000,303233.029173,303156.862540,35699.281652,306203.800780
348,-677894.875000,320817.899727,0.000000,303233.029173,303156.862540,47007.822314,306203.800780
349,-675783.500000,320852.250138,0.000000,303233.029173,303156.862540,-125961.904604,306203.800780
350,-673601.812500,320887.725709,0.000000,303233.029173,303156.862540,-64029.187925,306203.800780
351,-672652.750000,320903.152092,0.000000,303233.029173,303156.862540,-48157.383580,306203.800780
352,-662751.375000,321063.877304,0.000000,303233.029173,303156.862540,3114.381725,306203.800780
353,-660262.750000,321104.212507,0.000000,303233.029173,303156.862540,-22312.555755,306203.800780
354,-639346.875000,321442.235631,0.000000,303233.029173,303156.862540,-115757.416036,306203.800780
355,-632249.437500,321556.541375,0.000000,303233.029173,303156.862540,-60438.307861,306203.800780
356,-627793.875000,321628.196670,0.000000,303233.029173,303156.862540,-10546.642140,306203.800780
357,-619239.125000,321765.554582,0.000000,303233.029173,303156.862540,177765.041708,306203.800780
358,-618096.062500,321783.885941,0.000000,303233.029173,303156.862540,138687.517913,306203.800780
359,-614774.687500,321837.121567,0.000000,303233.029173,303156.862540,135535.251340,306203.800780
360,-613562.625000,321856.537822,0.000000,303233.029173,303156.862540,-67711.153555,306203.800780
361,-612370.750000,321875.625002,0.000000,303233.029173,303156.862540,-54178.053112,306203.800780
362,-611900.562500,321883.153229,0.000000,303233.029173,303156.862540,-39287.844234,306203.800780
363,-604380.250000,322003.442596,0.000000,303233.029173,303156.862540,-87502.407763,306203.800780
364,-601786.812500,322044.873295,0.000000,303233.029173,303156.862540,138216.455784,306203.800780
365,-590125.250000,322230.839877,0.000000,303233.029173,303156.862540,116495.590335,306203.800780
366,-583609.000000,322334.519924,0.000000,303233.029173,303156.862540,211307.100470,306203.800780
367,-579116.062500,322405.909279,0.000000,303233.029173,303156.862540,-43832.527500,306203.800780
368,-577866.187500,322425.754661,0.000000,303233.029173,303156.862540,242887.121927,306203.800780
369,-576928.562500,322440.638121,0.000000,303233.029173,303156.862540,-140131.653296,306203.800780
370,-575777.937500,322458.897909,0.000000,303233.029173,303156.862540,43672.032363,306203.800780
371,-572630.750000,322508.815348,0.000000,303233.029173,303156.862540,-261543.178233,306203.800780
372,-571993.312500,322518.920962,0.000000,303233.029173,303156.862540,-110816.910403,306203.800780
373,-569421.625000,322559.674926,0.000000,303233.029173,303156.862540,-93687.827216,306203.800780
374,-560439.562500,322701.810568,0.000000,303233.029173,303156.862540,-212934.509896,306203.800780
375,-558467.187500,322732.979623,0.000000,303233.029173,303156.862540,136806.809172,306203.800780
376,-554523.375000,322795.256981,0.000000,303233.029173,303156.862540,-13893.237986,306203.800780
377,-549338.000000,322877.046891,0.000000,303233.029173,303156.862540,-52019.113919,306203.800780
378,-545889.312500,322931.385140,0.000000,303233.029173,303156.862540,-185023.740323,306203.800780
379,-544244.187500,322957.289605,0.000000,303233.029173,303156.862540,6103.965133,306203.800780
380,-537575.750000,323062.183237,0.000000,303233.029173,303156.862540,1898.405325,306203.800780
381,-535019.375000,323102.348372,0.000000,303233.029173,303156.862540,-96134.667134,306203.800780
382,-522964.125000,323291.411993,0.000000,303233.029173,303156.862540,-289546.504912,306203.800780
383,-519732.156250,323342.002437,0.000000,303233.029173,303156.862540,13459.401432,306203.800780
384,-518594.906250,323359.794235,0.000000,303233.029173,303156.862540,61023.752251,306203.800780
385,-517432.812500,323377.969473,0.000000,303233.029173,303156.862540,-81363.687588,306203.800780
386,-516909.750000,323386.148486,0.000000,303233.029173,303156.862540,109246.385443,306203.800780
387,-514595.437500,323422.324030,0.000000,303233.029173,303156.862540,-94684.861387,306203.800780
388,-509181.625000,323506.866716,0.000568,303233.029173,303156.862540,22173.441549,306203.800780
389,-508077.562500,323524.093805,nan,303233.029173,303156.862540,24906.312132,306203.800780
390,-506205.062500,323553.300209,0.000000,303233.029173,303156.862540,21110.971689,306203.800780
391,-489802.156250,323808.559909,0.000000,303233.029173,303156.862540,-65397.570937,306203.800780
392,-483982.031250,323898.879586,0.000000,303233.029173,303156.862540,64340.348705,306203.800780
393,-481692.125000,323934.379342,0.000000,303233.029173,303156.862540,29897.689366,306203.800780
394,-471797.593750,324087.536729,0.000000,303233.029173,303156.862540,121969.669783,306203.800780
395,-465450.187500,324185.587691,0.000000,303233.029173,303156.862540,-274521.227260,306203.800780
396,-459446.906250,324278.178768,0.000000,303233.029173,303156.862540,-137622.223770,306203.800780
397,-450826.093750,324410.896423,0.004544,303233.029173,303156.862540,164813.306275,306203.800780
398,-447665.750000,324459.477804,0.000000,303233.029173,303156.862540,141880.811966,306203.800780
399,-446897.531250,324471.281154,0.000000,303233.029173,303156.862540,-86161.583549,306203.800780
400,-444288.906250,324511.344486,0.000000,303233.029173,303156.862540,80507.101185,306203.800780
401,-442606.156250,324537.174218,0.000000,303233.029173,303156.862540,67904.262004,306203.800780
402,-418719.500000,324902.646097,0.000000,303233.029173,303156.862540,-56897.503099,306203.800780
403,-417332.812500,324923.795059,0.000000,303233.029173,303156.862540,111135.897898,306203.800780
404,-417175.718750,324926.190494,0.000000,303233.029173,303156.862540,-122954.281871,306203.800780
405,-407281.593750,325076.868741,0.000000,303233.029173,303156.862540,24581.228927,306203.800780
406,-404533.375000,325118.654569,0.000000,303233.029173,303156.862540,20979.920059,306203.800780
407,-393835.812500,325281.030808,0.000000,303233.029173,303156.862540,-199009.010764,306203.800780
408,-392125.437500,325306.951429,0.000000,303233.029173,303156.862540,308759.748951,306203.800780
409,-388183.531250,325366.647925,0.000000,303233.029173,303156.862540,17211.843368,306203.800780
410,-386376.187500,325393.998492,0.000000,303233.029173,303156.862540,199579.588996,306203.800780
411,-385718.468750,325403.948648,0.000000,303233.029173,303156.862540,-153706.589097,306203.800780
412,-383973.281250,325430.342282,0.000000,303233.029173,303156.862540,51307.877477,306203.800780
413,-383536.062500,325436.952800,0.000000,303233.029173,303156.862540,121988.546744,306203.800780
414,-380614.687500,325481.103617,0.000000,303233.029173,303156.862540,77181.011731,306203.800780
415,-365630.031250,325707.052342,0.000000,303233.029173,303156.862540,72929.980088,306203.800780
416,-360186.625000,325788.918573,0.000000,303233.029173,303156.862540,80177.218104,306203.800780
417,-358860.312500,325808.848489,0.000000,303233.029173,303156.862540,-131908.021760,306203.800780
418,-353436.000000,325890.287188,0.000000,303233.029173,303156.862540,-247225.405346,306203.800780
419,-338794.781250,326109.543642,0.000000,303233.029173,303156.862540,113613.916630,306203.800780
420,-335962.406250,326151.864762,0.000000,303233.029173,303156.862540,-228515.715811,306203.800780
421,-329903.250000,326242.297420,0.000000,303233.029173,303156.862540,-248013.626849,306203.800780
422,-317905.968750,326420.943519,0.000000,303233.029173,303156.862540,13774.182545,306203.800780
423,-311732.062500,326512.662810,0.000000,303233.029173,303156.862540,-130708.358444,306203.800780
424,-307494.843750,326575.526863,0.003213,303233.029173,303156.862540,88670.902004,306203.800780
425,-300797.218750,326674.754731,0.002272,303233.029173,303156.862540,79537.498278,306203.800780
426,-288079.375000,326862.705740,0.000000,303233.029173,303156.862540,-61572.374651,306203.800780
427,-277022.750000,327025.608110,0.000000,303233.029173,303156.862540,-4719.178788,306203.800780
428,-271354.437500,327108.942518,0.000000,303233.029173,303156.862540,-266936.352804,306203.800780
429,-265186.031250,327199.491131,0.000000,303233.029173,303156.862540,-98331.087349,306203.800780
430,-261660.765625,327251.175399,0.000000,303233.029173,303156.862540,-77228.101569,306203.800780
431,-260695.406250,327265.320440,0.000000,303233.029173,303156.862540,-200722.550261,306203.800780
432,-239486.015625,327575.206179,0.000000,303233.029173,303156.862540,-112069.791342,306203.800780
433,-233467.156250,327662.837599,0.000000,303233.029173,303156.862540,104992.511575,306203.800780
434,-232119.593750,327682.438718,0.000000,303233.029173,303156.862540,-105866.609953,306203.800780
435,-223279.140625,327810.859124,0.000000,303233.029173,303156.862540,-111950.556647,306203.800780
436,-219524.781250,327865.307771,0.000000,303233.029173,303156.862540,211880.769068,306203.800780
437,-210313.546875,327998.672034,0.000000,303233.029173,303156.862540,-16968.604692,306203.800780
438,-204169.500000,328087.451230,0.000000,303233.029173,303156.862540,-219174.515370,306203.800780
