#Sample,Regressor_0_NPV,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
662,590755.875000,338418.421462,0.000000,303233.029173,303156.862540,-163882.891991,306203.800780
663,591990.312500,338432.736126,0.000000,303233.029173,303156.862540,110456.151526,306203.800780
664,594912.125000,338466.597029,0.000000,303233.029173,303156.862540,-33432.701312,306203.800780
665,598154.312500,338504.136645,0.000000,303233.029173,303156.862540,-131521.841040,306203.800780
666,615895.125000,338708.913424,0.000000,303233.029173,303156.862540,-20030.082455,306203.800780
667,618300.125000,338736.591031,nan,303233.029173,303156.862540,102105.741680,306203.800780
668,621868.812500,338777.624470,0.000000,303233.029173,303156.862540,135603.757948,306203.800780
669,627472.375000,338841.967793,0.000000,303233.029173,303156.862540,12985.473624,306203.800780
670,627504.000000,338842.330626,0.000000,303233.029173,303156.862540,-25122.306097,306203.800780
671,629105.625000,338860.701595,0.000000,303233.029173,303156.862540,61177.475953,306203.800780
672,631546.625000,338888.683583,0.000000,303233.029173,303156.862540,-188636.831389,306203.800780
673,636380.437500,338944.035369,0.000000,303233.029173,303156.862540,-118281.675340,306203.800780
674,636589.625000,338946.428972,0.000000,303233.029173,303156.862540,-176926.364919,306203.800780
675,637198.625000,338953.396538,0.000000,303233.029173,303156.862540,48860.468244,306203.800780
676,638002.187500,338962.588162,0.000000,303233.029173,303156.862540,95875.422135,306203.800780
677,639667.312500,338981.627863,0.000000,303233.029173,303156.862540,-83316.851183,306203.800780
678,642798.500000,339017.405587,0.000000,303233.029173,303156.862540,-196825.253039,306203.800780
679,658680.625000,339198.365925,0.000000,303233.029173,303156.862540,49410.556344,306203.800780
680,658682.375000,339198.385817,0.000000,303233.029173,303156.862540,42616.561948,306203.800780
681,660245.812500,339216.153275,0.000000,303233.029173,303156.862540,-40836.673015,306203.800780
682,661461.687500,339229.965178,0.000000,303233.029173,303156.862540,10043.071984,306203.800780
683,672142.562500,339351.080703,0.000000,303233.029173,303156.862540,27729.380878,306203.800780
684,672639.125000,339356.702058,0.000000,303233.029173,303156.862540,-125012.820269,306203.800780
685,672797.125000,339358.490527,0.000000,303233.029173,303156.862540,357455.710074,306203.800780
686,677897.687500,339416.180565,0.000000,303233.029173,303156.862540,-112164.971712,306203.800780
687,686082.437500,339508.570334,0.000000,303233.029173,303156.862540,-46085.015616,306203.800780
688,691113.937500,339565.253612,0.000000,303233.029173,303156.862540,97270.226427,306203.800780
689,695638.187500,339616.149285,0.003213,303233.029173,303156.862540,-91267.512499,306203.800780
690,698284.125000,339645.882771,0.000000,303233.029173,303156.862540,-236957.904715,306203.800780
691,706075.937500,339733.305197,0.000000,303233.029173,303156.862540,152440.130922,306203.800780
692,712598.000000,339806.323713,0.000000,303233.029173,303156.862540,35004.202282,306203.800780
693,712707.375000,339807.547010,0.000000,303233.029173,303156.862540,-34938.298663,306203.800780
694,718012.812500,339866.836841,0.000000,303233.029173,303156.862540,-510121.494662,306203.800780
695,721225.187500,339902.689942,0.000000,303233.029173,303156.862540,239897.935996,306203.800780
696,723816.187500,339931.582575,0.000000,303233.029173,303156.862540,-175830.584002,306203.800780
697,727060.062500,339967.723621,0.000000,303233.029173,303156.862540,154395.615827,306203.800780
698,727176.437500,339969.019533,0.000000,303233.029173,303156.862540,151503.380737,306203.800780
699,731192.312500,340013.710993,0.000000,303233.029173,303156.862540,219806.462427,306203.800780
700,736272.000000,340070.163505,0.000000,303233.029173,303156.862540,-250154.444674,306203.800780
701,740480.812500,340116.871853,0.000000,303233.029173,303156.862540,26283.233465,306203.800780
702,741960.250000,340133.276122,0.000000,303233.029173,303156.862540,-25612.818906,306203.800780
703,747565.437500,340195.360659,0.000000,303233.029173,303156.862540,-9199.109017,306203.800780
704,749600.000000,340217.869876,0.000000,303233.029173,303156.862540,-48670.094002,306203.800780
705,750133.937500,340223.774745,0.000000,303233.029173,303156.862540,-51227.419644,306203.800780
706,751280.937500,340236.456294,0.000000,303233.029173,303156.862540,-130952.326639,306203.800780
707,763170.687500,340367.652254,0.000000,303233.029173,303156.862540,126318.216722,306203.800780
708,764879.625000,340386.470289,0.000000,303233.029173,303156.862540,306105.803605,306203.800780
709,765228.000000,340390.305231,0.000000,303233.029173,303156.862540,-131938.993986,306203.800780
710,767636.187500,340416.803630,0.000000,303233.029173,303156.862540,225781.387643,306203.800780
711,769165.625000,340433.622632,0.000000,303233.029173,303156.862540,-78493.931743,306203.800780
712,773362.562500,340479.735428,0.000000,303233.029173,303156.862540,176904.672099,306203.800780
713,774600.250000,340493.322927,0.000000,303233.029173,303156.862540,-96715.774248,306203.800780
714,778998.062500,340541.561150,0.000000,303233.029173,303156.862540,154395.277526,306203.800780
715,782769.937500,340582.882014,0.000000,303233.029173,303156.862540,43691.417589,306203.800780
716,783922.250000,340595.496081,0.000000,303233.029173,303156.862540,297648.787989,306203.800780
717,784600.750000,340602.921365,0.000000,303233.029173,303156.862540,331203.829980,306203.800780
718,786929.562500,340628.395400,0.000000,303233.029173,303156.862540,4561.526425,306203.800780
719,787658.312500,340636.363201,0.000000,303233.029173,303156.862540,-140034.261901,306203.800780
720,788520.875000,340645.791743,0.000000,303233.029173,303156.862540,36717.011362,306203.800780
721,789530.312500,340656.822591,0.000000,303233.029173,303156.862540,-19291.546827,306203.800780
722,794579.625000,340711.948833,0.000000,303233.029173,303156.862540,242179.634108,306203.800780
723,795322.937500,340720.056795,0.000000,303233.029173,303156.862540,-125114.634052,306203.800780
724,796769.812500,340735.833829,0.000000,303233.029173,303156.862540,258404.697762,306203.800780
725,798533.375000,340755.054618,nan,303233.029173,303156.862540,-56558.562485,306203.800780
726,816599.187500,340951.352078,0.000000,303233.029173,303156.862540,126507.727409,306203.800780
727,818294.437500,340969.716159,0.000000,303233.029173,303156.862540,-68723.189427,306203.800780
728,824077.062500,341032.285226,0.000000,303233.029173,303156.862540,45650.679925,306203.800780
729,834496.875000,341144.747817,0.000000,303233.029173,303156.862540,-22464.863106,306203.800780
730,838660.187500,341189.581829,0.000000,303233.029173,303156.862540,-14597.203363,306203.800780
731,845649.500000,341264.718669,0.000000,303233.029173,303156.862540,-60190.545158,306203.800780
732,858034.687500,341397.462943,0.000000,303233.029173,303156.862540,-198818.014302,306203.800780
733,859461.125000,341412.718697,0.000000,303233.029173,303156.862540,-7155.390754,306203.800780
734,861182.500000,341431.119797,0.000000,303233.029173,303156.862540,-195476.826103,306203.800780
735,867381.125000,341497.300031,0.000000,303233.029173,303156.862540,97645.660095,306203.800780
736,879179.312500,341622.911717,0.000000,303233.029173,303156.862540,-35530.562183,306203.800780
737,883248.687500,341666.129881,0.000000,303233.029173,303156.862540,170106.457140,306203.800780
738,883563.500000,341669.471007,0.000000,303233.029173,303156.862540,-47626.468636,306203.800780
739,891166.062500,341750.057651,0.000000,303233.029173,303156.862540,91195.400325,306203.800780
740,894382.875000,341784.097920,0.000000,303233.029173,303156.862540,-290120.736544,306203.800780
741,902944.375000,341874.528456,0.000000,303233.029173,303156.862540,172481.131900,306203.800780
742,908736.812500,341935.573129,0.000000,303233.029173,303156.862540,-84821.051864,306203.800780
743,922776.062500,342083.067511,0.000000,303233.029173,303156.862540,5908.427278,306203.800780
744,924006.937500,342095.967820,0.000000,303233.029173,303156.862540,-253433.114440,306203.800780
745,935931.250000,342220.682511,0.000000,303233.029173,303156.862540,41304.098695,306203.800780
746,949684.062500,342363.938061,0.000000,303233.029173,303156.862540,-745.070802,306203.800780
747,953850.375000,342407.213091,0.001136,303233.029173,303156.862540,37003.898218,306203.800780
748,954898.312500,342418.088893,0.000000,303233.029173,303156.862540,190052.198840,306203.800780
749,955352.812500,342422.804701,0.000000,303233.029173,303156.862540,29068.047261,306203.800780
750,955446.562500,342423.777349,0.000000,303233.029173,303156.862540,33550.303483,306203.800780
751,963437.937500,342506.580665,0.000000,303233.029173,303156.862540,-154654.723730,306203.800780
752,999018.500000,342872.699908,0.000000,303233.029173,303156.862540,116020.737368,306203.800780
753,1000340.250000,342886.220363,0.000000,303233.029173,303156.862540,10811.141976,306203.800780
754,1003075.937500,342914.186055,0.000000,303233.029173,303156.862540,-35855.149278,306203.800780
755,1006043.375000,342944.493042,0.000000,303233.029173,303156.862540,-476.390073,306203.800780
756,1009863.875000,342983.469956,0.000000,303233.029173,303156.862540,230715.502513,306203.800780
757,1014569.562500,343031.411776,0.000000,303233.029173,303156.862540,-84924.908250,306203.800780
758,1016302.687500,343049.050654,0.000000,303233.029173,303156.862540,-124469.574817,306203.800780
759,1036459.250000,343253.471043,0.000000,303233.029173,303156.862540,-369394.454316,306203.800780
760,1037594.062500,343264.940325,0.000000,303233.029173,303156.862540,-129636.375447,306203.800780
761,1039298.937500,343282.163171,0.000000,303233.029173,303156.862540,144880.803275,306203.800780
762,1047938.687500,343369.296729,0.000000,303233.029173,303156.862540,363859.285495,306203.800780
763,1048610.125000,343376.058082,0.000000,303233.029173,303156.862540,97451.998868,306203.800780
764,1051566.875000,343405.814921,0.000000,303233.029173,303156.862540,124392.883656,306203.800780
765,1066788.500000,343558.553804,0.000000,303233.029173,303156.862540,245654.718982,306203.800780
766,1069170.375000,343582.385870,0.000000,303233.029173,303156.862540,-144873.983774,306203.800780
767,1070759.500000,343598.275706,0.000000,303233.029173,303156.862540,172809.958002,306203.800780
768,1081049.000000,343700.962163,0.000000,303233.029173,303156.862540,31421.815443,306203.800780
769,1083475.250000,343725.125182,0.000000,303233.029173,303156.862540,-83229.971237,306203.800780
770,1083554.750000,343725.916597,0.000000,303233.029173,303156.862540,190728.665289,306203.800780
771,1085059.125000,343740.888637,0.000000,303233.029173,303156.862540,47055.426008,306203.800780
772,1088870.875000,343778.791418,0.000000,303233.029173,303156.862540,230974.859868,306203.800780
773,1094530.125000,343834.977812,0.000000,303233.029173,303156.862540,-111697.012618,306203.800780
774,1095434.750000,343843.949476,0.000000,303233.029173,303156.862540,-278059.949237,306203.800780
775,1097534.875000,343864.767298,0.000000,303233.029173,303156.862540,15823.092419,306203.800780
776,1100804.375000,343897.148157,0.000000,303233.029173,303156.862540,-104791.539272,306203.800780
777,1102407.875000,343913.016371,0.000000,303233.029173,303156.862540,-106608.502637,306203.800780
778,1110211.750000,343990.123973,0.000000,303233.029173,303156.862540,-33607.656530,306203.800780
779,1113813.125000,344025.641211,0.000000,303233.029173,303156.862540,90663.400882,306203.800780
780,1115473.000000,344041.996921,0.000000,303233.029173,303156.862540,220087.573119,306203.800780
781,1132266.625000,344206.970740,0.000000,303233.029173,303156.862540,-221782.599312,306203.800780
782,1135416.125000,344237.808176,0.000000,303233.029173,303156.862540,-20754.303847,306203.800780
783,1148689.375000,344367.415835,0.000000,303233.029173,303156.862540,-54950.907123,306203.800780
784,1157638.625000,344454.479091,nan,303233.029173,303156.862540,-73056.450620,306203.800780
785,1159130.750000,344468.970071,0.000000,303233.029173,303156.862540,-49127.398543,306203.800780
786,1167617.875000,344551.256843,0.000000,303233.029173,303156.862540,47777.379021,306203.800780
787,1172408.125000,344597.597696,0.000000,303233.029173,303156.862540,36012.613803,306203.800780
788,1174264.250000,344615.533883,0.000000,303233.029173,303156.862540,-131146.975468,306203.800780
789,1174564.000000,344618.429395,0.000000,303233.029173,303156.862540,94229.072066,306203.800780
790,1183979.250000,344709.230523,0.000000,303233.029173,303156.862540,-36910.466812,306203.800780
791,1191172.500000,344778.409504,0.000000,303233.029173,303156.862540,-266181.558445,306203.800780
792,1195983.625000,344824.585813,0.000000,303233.029173,303156.862540,-152855.936347,306203.800780
793,1200529.875000,344868.151222,0.000000,303233.029173,303156.862540,38744.660671,306203.800780
794,1208329.875000,344942.740994,0.000000,303233.029173,303156.862540,155395.495691,306203.800780
795,1209087.625000,344949.976739,0.000000,303233.029173,303156.862540,-157940.357497,306203.800780
796,1209546.875000,344954.361210,0.000000,303233.029173,303156.862540,69005.986461,306203.800780
797,1213488.750000,344991.966416,0.000000,303233.029173,303156.862540,-79649.408633,306203.800780
798,1215828.000000,345014.259007,0.000000,303233.029173,303156.862540,-102606.703487,306203.800780
799,1215882.250000,345014.775790,0.000000,303233.029173,303156.862540,-17056.827540,306203.800780
800,1221236.750000,345065.735793,0.000000,303233.029173,303156.862540,-25484.841680,306203.800780
801,1221827.875000,345071.356003,0.000000,303233.029173,303156.862540,-187604.621145,306203.800780
802,1222859.875000,345081.165199,0.000000,303233.029173,303156.862540,505356.786384,306203.800780
803,1223673.000000,345088.891564,0.000000,303233.029173,303156.862540,141661.264553,306203.800780
804,1229333.750000,345142.621348,0.000000,303233.029173,303156.862540,220146.893605,306203.800780
805,1231205.000000,345160.359881,0.000000,303233.029173,303156.862540,174647.498077,306203.800780
806,1232131.125000,345169.134922,0.000000,303233.029173,303156.862540,330600.177215,306203.800780
807,1232348.000000,345171.189416,0.000000,303233.029173,303156.862540,59825.368864,306203.800780
808,1241114.250000,345254.106854,0.000000,303233.029173,303156.862540,219663.424698,306203.800780
809,1243725.750000,345278.760485,0.000000,303233.029173,303156.862540,130375.764257,306203.800780
810,1244963.750000,345290.440049,0.000000,303233.029173,303156.862540,-136872.791252,306203.800780
811,1247572.750000,345315.037791,0.000000,303233.029173,303156.862540,103440.987830,306203.800780
812,1250435.375000,345342.001541,0.000000,303233.029173,303156.862540,94444.815452,306203.800780
813,1251774.375000,345354.604861,0.000000,303233.029173,303156.862540,12238.500687,306203.800780
814,1253862.375000,345374.246634,0.000000,303233.029173,303156.862540,-2729.968822,306203.800780
815,1259154.250000,345423.964454,0.000000,303233.029173,303156.862540,-20202.028059,306203.800780
816,1260271.000000,345434.444963,0.000000,303233.029173,303156.862540,68890.273623,306203.800780
817,1263104.250000,345461.016564,0.000000,303233.029173,303156.862540,-11.047118,306203.800780
818,1267616.250000,345503.279095,0.000000,303233.029173,303156.862540,125848.740016,306203.800780
819,1268121.250000,345508.005210,nan,303233.029173,303156.862540,111712.944770,306203.800780
820,1271110.625000,345535.964942,0.000000,303233.029173,303156.862540,45631.348300,306203.800780
821,1275351.125000,345575.577304,0.000000,303233.029173,303156.862540,-36132.217774,306203.800780
822,1277723.375000,345597.712366,0.000000,303233.029173,303156.862540,-198471.710108,306203.800780
823,1280284.125000,345621.586034,0.000000,303233.029173,303156.862540,-76947.510327,306203.800780
824,1283445.875000,345651.033769,0.000000,303233.029173,303156.862540,-90796.342810,306203.800780
825,1292185.625000,345732.266886,0.000000,303233.029173,303156.862540,22491.281352,306203.800780
826,1292762.000000,345737.615500,0.000000,303233.029173,303156.862540,-9557.078890,306203.800780
827,1326728.125000,346050.935141,0.000000,303233.029173,303156.862540,-236201.074242,306203.800780
828,1335232.750000,346128.808517,0.000000,303233.029173,303156.862540,45086.089278,306203.800780
829,1336758.500000,346142.754755,0.000000,303233.029173,303156.862540,96759.409791,306203.800780
830,1336883.000000,346143.892429,0.000000,303233.029173,303156.862540,-143987.361669,306203.800780
831,1342860.375000,346198.455148,0.004544,303233.029173,303156.862540,-175406.750401,306203.800780
832,1343903.500000,346207.965326,0.000000,303233.029173,303156.862540,254820.268777,306203.800780
833,1372899.375000,346470.932605,0.000000,303233.029173,303156.862540,101704.796891,306203.800780
834,1378560.750000,346521.963889,0.000000,303233.029173,303156.862540,-60972.828468,306203.800780
835,1379050.375000,346526.372547,0.000000,303233.029173,303156.862540,-127285.545587,306203.800780
836,1383259.625000,346564.241815,0.000000,303233.029173,303156.862540,107050.746057,306203.800780
837,1385781.500000,346586.903319,0.000000,303233.029173,303156.862540,218759.684370,306203.800780
838,1414126.000000,346840.216241,0.000000,303233.029173,303156.862540,-51222.460058,306203.800780
839,1430951.625000,346989.379710,0.000000,303233.029173,303156.862540,-35032.125063,306203.800780
840,1445201.250000,347115.004674,0.000000,303233.029173,303156.862540,78663.208103,306203.800780
841,1458337.375000,347230.243652,0.000000,303233.029173,303156.862540,-243591.526415,306203.800780
842,1469853.750000,347330.824199,0.000000,303233.029173,303156.862540,266629.754417,306203.800780
843,1472354.125000,347352.606346,0.000000,303233.029173,303156.862540,308061.618706,306203.800780
844,1475895.500000,347383.423426,0.000000,303233.029173,303156.862540,-235151.260529,306203.800780
845,1476533.125000,347388.967838,0.000000,303233.029173,303156.862540,-11924.743328,306203.800780
846,1483643.750000,347450.710671,0.000000,303233.029173,303156.862540,200627.121376,306203.800780
847,1494142.625000,347541.582566,0.000000,303233.029173,303156.862540,99778.895767,306203.800780
848,1498893.250000,347582.586848,0.000000,303233.029173,303156.862540,149119.926144,306203.800780
849,1504613.500000,347631.865890,0.000000,303233.029173,303156.862540,-215102.757606,306203.800780
850,1511056.375000,347687.246764,0.000000,303233.029173,303156.862540,122583.431338,306203.800780
851,1516190.875000,347731.287653,0.000071,303233.029173,303156.862540,-2546.221151,306203.800780
852,1530045.000000,347849.706600,0.000000,303233.029173,303156.862540,188185.312252,306203.800780
853,1549429.250000,348014.381520,0.000000,303233.029173,303156.862540,-161907.444246,306203.800780
854,1552494.625000,348040.314674,0.000000,303233.029173,303156.862540,-92768.391033,306203.800780
855,1557010.500000,348078.465347,0.000000,303233.029173,303156.862540,61663.071080,306203.800780
856,1578841.000000,348261.989793,0.000000,303233.029173,303156.862540,298434.222988,306203.800780
857,1580435.125000,348275.332724,0.000000,303233.029173,303156.862540,-425738.967660,306203.800780
858,1580877.500000,348279.034021,0.000000,303233.029173,303156.862540,-153575.236685,306203.800780
859,1581106.125000,348280.946657,0.000000,303233.029173,303156.862540,-71782.914215,306203.800780
860,1583552.625000,348301.403391,0.000000,303233.029173,303156.862540,58040.285221,306203.800780
861,1589081.500000,348347.564742,0.000000,303233.029173,303156.862540,-15835.446710,306203.800780
862,1600775.250000,348444.882183,0.000000,303233.029173,303156.862540,231028.180240,306203.800780
863,1606699.375000,348494.020474,nan,303233.029173,303156.862540,243978.442403,306203.800780
864,1615237.500000,348564.647771,0.000000,303233.029173,303156.862540,245046.153662,306203.800780
865,1618333.125000,348590.198459,0.000000,303233.029173,303156.862540,-323968.905919,306203.800780
866,1624225.125000,348638.747143,0.000000,303233.029173,303156.862540,253140.317928,306203.800780
867,1636029.250000,348735.684108,0.000000,303233.029173,303156.862540,20020.249651,306203.800780
868,1640577.750000,348772.920863,0.000000,303233.029173,303156.862540,-9050.531368,306203.800780
869,1650818.625000,348856.522560,0.000000,303233.029173,303156.862540,-18445.623888,306203.800780
870,1659492.125000,348927.073169,0.000000,303233.029173,303156.862540,271170.141801,306203.800780
871,1666461.750000,348983.594508,0.000000,303233.029173,303156.862540,88492.538184,306203.800780
872,1666620.125000,348984.877118,0.000000,303233.029173,303156.862540,182873.819107,306203.800780
873,1674634.875000,349049.683097,0.000000,303233.029173,303156.862540,67857.292369,306203.800780
874,1681503.750000,349105.064589,0.000000,303233.029173,303156.862540,180431.594228,306203.800780
875,1681507.125000,349105.091765,0.000000,303233.029173,303156.862540,166380.688044,306203.800780
876,1682315.875000,349111.602782,0.000000,303233.029173,303156.862540,-210296.340270,306203.800780
877,1688674.250000,349162.721375,0.000000,303233.029173,303156.862540,56586.336106,306203.800780
878,1706179.375000,349302.805652,0.000000,303233.029173,303156.862540,14236.275794,306203.800780
879,1707485.750000,349313.221701,0.000000,303233.029173,303156.862540,-20563.976247,306203.800780
880,1710021.250000,349333.422740,0.000000,303233.029173,303156.862540,-150786.952456,306203.800780
881,1726931.375000,349467.640053,0.000000,303233.029173,303156.862540,-116273.908755,306203.800780
882,1729415.625000,349487.283041,0.000000,303233.029173,303156.862540,190311.210056,306203.800780
883,1732562.125000,349512.134976,0.000000,303233.029173,303156.862540,-93886.492932,306203.800780
884,1741258.375000,349580.660744,0.000000,303233.029173,303156.862540,95187.054854,306203.800780
885,1746858.375000,349624.664256,0.000000,303233.029173,303156.862540,838.611914,306203.800780
886,1748256.875000,349635.638187,0.000000,303233.029173,303156.862540,244358.499080,306203.800780
887,1751717.750000,349662.769388,0.000000,303233.029173,303156.862540,159305.399398,306203.800780
888,1753537.500000,349677.020266,0.000000,303233.029173,303156.862540,277723.490265,306203.800780
889,1754223.250000,349682.387871,0.000000,303233.029173,303156.862540,52446.445669,306203.800780
890,1769510.500000,349801.668652,0.000000,303233.029173,303156.862540,34169.413365,306203.800780
891,1773774.375000,349834.809151,0.000000,303233.029173,303156.862540,-65618.309539,306203.800780
892,1793780.125000,349989.551275,0.000000,303233.029173,303156.862540,164740.015729,306203.800780
893,1795397.875000,350002.010350,0.000000,303233.029173,303156.862540,193505.350075,306203.800780
894,1809887.250000,350113.239846,0.000000,303233.029173,303156.862540,128403.066158,306203.800780
895,1814518.500000,350148.655611,0.000000,303233.029173,303156.862540,23614.218416,306203.800780
896,1819863.500000,350189.447300,0.000000,303233.029173,303156.862540,-211851.703582,306203.800780
897,1845720.875000,350385.541271,0.000201,303233.029173,303156.862540,-5978.470414,306203.800780
898,1858811.875000,350484.034419,0.000000,303233.029173,303156.862540,-3135.643482,306203.800780
899,1866274.625000,350539.946286,0.000000,303233.029173,303156.862540,120619.382437,306203.800780
900,1868123.250000,350553.769964,0.000000,303233.029173,303156.862540,-2743.719271,306203.800780
901,1868523.625000,350556.762511,0.000000,303233.029173,303156.862540,99867.868476,306203.800780
902,1881916.750000,350656.583794,0.000000,303233.029173,303156.862540,-243709.806037,306203.800780
903,1894458.625000,350749.561212,0.000000,303233.029173,303156.862540,-15526.842709,306203.800780
904,1904403.375000,350822.942170,0.000000,303233.029173,303156.862540,-7544.763080,306203.800780
905,1909376.250000,350859.522607,0.000000,303233.029173,303156.862540,-144075.086031,306203.800780
906,1923224.375000,350960.989980,0.000000,303233.029173,303156.862540,176162.585494,306203.800780
907,1930108.500000,351011.212476,0.000000,303233.029173,303156.862540,-1362.333308,306203.800780
908,1976396.750000,351345.140234,0.000000,303233.029173,303156.862540,-493490.400322,306203.800780
909,1978898.000000,351362.998077,0.000000,303233.029173,303156.862540,72670.739648,306203.800780
910,1994129.125000,351471.329705,0.000000,303233.029173,303156.862540,-59263.556879,306203.800780
911,1995799.875000,351483.169880,0.000000,303233.029173,303156.862540,66232.585679,306203.800780
912,2047163.000000,351843.018988,0.000000,303233.029173,303156.862540,147634.493147,306203.800780
913,2051234.375000,351871.199665,0.000000,303233.029173,303156.862540,-22375.282623,306203.800780
914,2051976.375000,351876.330111,0.000000,303233.029173,303156.862540,43786.654881,306203.800780
915,2071459.500000,352010.444771,0.000000,303233.029173,303156.862540,229798.463112,306203.800780
916,2074794.375000,352033.285313,0.000000,303233.029173,303156.862540,-93500.243792,306203.800780
917,2087821.750000,352122.186393,0.000000,303233.029173,303156.862540,-22427.873594,306203.800780
918,2090299.125000,352139.034188,0.000000,303233.029173,303156.862540,-24337.606404,306203.800780
919,2092483.750000,352153.875649,nan,303233.029173,303156.862540,-28170.064096,306203.800780
920,2102199.750000,352219.707013,0.000000,303233.029173,303156.862540,-45165.122365,306203.800780
921,2144311.750000,352501.735377,0.000000,303233.029173,303156.862540,-72955.145945,306203.800780
922,2153757.750000,352564.259787,0.000000,303233.029173,303156.862540,-47032.283484,306203.800780
923,2166011.500000,352644.967504,0.000000,303233.029173,303156.862540,7674.239042,306203.800780
924,2179475.000000,352733.120498,0.000000,303233.029173,303156.862540,62194.119419,306203.800780
925,2205075.500000,352899.233215,0.000000,303233.029173,303156.862540,17866.989049,306203.800780
926,2247772.000000,353171.885534,0.000000,303233.029173,303156.862540,82855.301436,306203.800780
927,2248300.000000,353175.222930,0.000000,303233.029173,303156.862540,-43944.291444,306203.800780
928,2268810.500000,353304.218110,0.000000,303233.029173,303156.862540,-37727.023328,306203.800780
929,2270757.000000,353316.394460,0.000000,303233.029173,303156.862540,9019.781582,306203.800780
930,2273136.000000,353331.260875,0.000000,303233.029173,303156.862540,-85527.126970,306203.800780
931,2281187.500000,353381.448844,nan,303233.029173,303156.862540,50994.428215,306203.800780
932,2285344.500000,353407.284831,0.000000,303233.029173,303156.862540,44188.075238,306203.800780
933,2301869.000000,353509.473151,0.000000,303233.029173,303156.862540,71212.918368,306203.800780
934,2324170.000000,353646.086482,0.000000,303233.029173,303156.862540,50202.342450,306203.800780
935,2331593.000000,353691.228634,0.000000,303233.029173,303156.862540,35225.178525,306203.800780
936,2337866.500000,353729.251685,0.000000,303233.029173,303156.862540,-50951.427933,306203.800780
937,2350469.250000,353805.279955,0.000000,303233.029173,303156.862540,-164191.263943,306203.800780
938,2352504.250000,353817.511919,0.000000,303233.029173,303156.862540,-133300.055875,306203.800780
939,2359259.750000,353858.029094,0.000000,303233.029173,303156.862540,-298179.634021,306203.800780
940,2378133.500000,353970.504926,0.000000,303233.029173,303156.862540,10409.737112,306203.800780
941,2393703.500000,354062.492040,0.000000,303233.029173,303156.862540,-144863.711239,306203.800780
942,2399667.000000,354097.532696,0.000000,303233.029173,303156.862540,206086.835384,306203.800780
943,2413188.000000,354176.587411,0.000000,303233.029173,303156.862540,44015.966550,306203.800780
944,2433252.500000,354292.896876,0.000000,303233.029173,303156.862540,-243847.039050,306203.800780
945,2457491.250000,354431.805369,0.000000,303233.029173,303156.862540,174498.133187,306203.800780
946,2493297.250000,354633.808401,0.000000,303233.029173,303156.862540,-37291.096356,306203.800780
947,2582922.000000,355122.765593,0.000000,303233.029173,303156.862540,67305.909317,306203.800780
948,2584396.000000,355130.608430,0.000000,303233.029173,303156.862540,-70911.288634,306203.800780
949,2593095.500000,355176.765816,0.000000,303233.029173,303156.862540,240393.707130,306203.800780
950,2615820.750000,355296.285595,0.000000,303233.029173,303156.862540,225556.808477,306203.800780
951,2654856.500000,355498.030709,0.000000,303233.029173,303156.862540,-183103.356554,306203.800780
952,2670451.500000,355577.373403,0.000000,303233.029173,303156.862540,-22716.783759,306203.800780
953,2728629.750000,355867.051674,0.000000,303233.029173,303156.862540,84459.634105,306203.800780
954,2729195.750000,355869.821001,0.000000,303233.029173,303156.862540,313695.213773,306203.800780
955,2761480.000000,356026.224613,0.000000,303233.029173,303156.862540,137455.458245,306203.800780
956,2803782.500000,356226.535222,0.000000,303233.029173,303156.862540,-31164.314970,306203.800780
957,2841408.750000,356400.298966,0.000000,303233.029173,303156.862540,-58242.396068,306203.800780
958,2847505.250000,356428.063638,0.000000,303233.029173,303156.862540,163989.814386,306203.800780
959,2894938.500000,356640.374451,0.000000,303233.029173,303156.862540,60069.589666,306203.800780
960,2923890.250000,356766.734579,0.000000,303233.029173,303156.862540,129250.279316,306203.800780
961,2957982.750000,356912.398839,0.000000,303233.029173,303156.862540,-234760.241446,306203.800780
962,2967551.000000,356952.671966,0.000000,303233.029173,303156.862540,110767.484368,306203.800780
963,2997690.250000,357077.787951,0.000000,303233.029173,303156.862540,162875.541195,306203.800780
964,3009941.000000,357127.888918,0.000000,303233.029173,303156.862540,158648.450162,306203.800780
965,3036203.000000,357233.821078,0.000000,303233.029173,303156.862540,34696.573121,306203.800780
966,3036435.000000,357234.747962,0.000000,303233.029173,303156.862540,169339.841079,306203.800780
967,3036731.500000,357235.932308,0.000000,303233.029173,303156.862540,-153136.015119,306203.800780
968,3049594.250000,357287.065839,0.000000,303233.029173,303156.862540,306926.919930,306203.800780
969,3097809.250000,357474.463748,0.000000,303233.029173,303156.862540,-51910.266251,306203.800780
970,3191573.250000,357819.617246,0.000000,303233.029173,303156.862540,-276115.170952,306203.800780
971,3202743.250000,357859.040133,0.000000,303233.029173,303156.862540,113034.719249,306203.800780
972,3220605.250000,357921.332536,0.000000,303233.029173,303156.862540,-76218.234440,306203.800780
973,3222716.750000,357928.635346,0.000000,303233.029173,303156.862540,262514.833317,306203.800780
974,3234026.250000,357967.531180,0.000000,303233.029173,303156.862540,141460.330102,306203.800780
975,3322558.000000,358259.265606,0.000000,303233.029173,303156.862540,-69082.633974,306203.800780
976,3451397.500000,358643.523718,0.000000,303233.029173,303156.862540,-15317.456884,306203.800780
