#Sample,Regressor_0_USD,Regressor_1_GBP,Regressor_2_EUR-EURIBOR-3M,Regressor_3_USD-LIBOR-3M,Regressor_4_GBP-LIBOR-3M,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
196,0.846737,1.165222,0.001556,0.009960,0.009723,3011556.507957,0.000000,3123367.199325,3125613.409752,1113525.156294,3046376.959391
197,0.846759,1.279231,-0.002703,0.011931,0.007178,2940844.524221,0.000000,3123367.199325,3125613.409752,1814472.747217,3046376.959391
198,0.846793,1.217850,-0.002110,0.008075,0.005597,3077709.130556,0.000000,3123367.199325,3125613.409752,-2905899.096313,3046376.959391
199,0.846870,1.210637,-0.003085,0.008865,0.001265,3056258.621318,0.000000,3123367.199325,3125613.409752,-2670257.259632,3046376.959391
200,0.846994,1.211934,-0.002112,0.005375,0.006765,3169153.846316,0.000000,3123367.199325,3125613.409752,28924.964590,3046376.959391
201,0.847078,1.276856,0.001550,0.008346,0.007256,3209930.603175,0.000000,3123367.199325,3125613.409752,278573.583654,3046376.959391
202,0.847148,1.306419,-0.002159,0.008771,0.010693,3078317.082274,0.000000,3123367.199325,3125613.409752,269663.123694,3046376.959391
203,0.847235,1.224987,0.005248,0.013655,0.008205,3042143.205100,0.000000,3123367.199325,3125613.409752,-3461472.038323,3046376.959391
204,0.847248,1.207102,0.000668,0.010334,0.006355,3047466.682997,0.000000,3123367.199325,3125613.409752,-50153.318855,3046376.959391
205,0.847422,1.256961,0.000697,0.008018,0.012290,3127615.038640,0.000000,3123367.199325,3125613.409752,1362822.858936,3046376.959391
206,0.847430,1.223038,-0.004881,0.005306,0.008604,3083320.849091,0.000000,3123367.199325,3125613.409752,-249477.566098,3046376.959391
207,0.847445,1.177826,-0.002825,0.008116,0.004712,3025716.301654,0.000000,3123367.199325,3125613.409752,-1012378.686595,3046376.959391
208,0.847495,1.231801,-0.000361,0.006911,0.005104,3193493.164976,0.000000,3123367.199325,3125613.409752,-1771004.215975,3046376.959391
209,0.847552,1.229688,-0.001709,0.009968,0.003560,3044866.768182,0.000000,3123367.199325,3125613.409752,-2532327.396650,3046376.959391
210,0.847582,1.253555,-0.004319,0.000976,0.001230,3372563.199552,0.000000,3123367.199325,3125613.409752,-1645902.355714,3046376.959391
211,0.847608,1.235792,0.001872,0.008769,0.006906,3167739.098876,0.000000,3123367.199325,3125613.409752,443368.118294,3046376.959391
212,0.847617,1.231844,0.001072,0.009324,0.008646,3100194.554420,0.000000,3123367.199325,3125613.409752,-1102086.829174,3046376.959391
213,0.847631,1.283525,-0.003280,0.010161,0.012171,2947678.124098,0.000000,3123367.199325,3125613.409752,285532.863858,3046376.959391
214,0.847701,1.229449,-0.003839,0.004679,0.003995,3193261.925209,0.000000,3123367.199325,3125613.409752,-2450073.418868,3046376.959391
215,0.847704,1.255981,0.001087,0.008999,0.013028,3090234.494145,0.000000,3123367.199325,3125613.409752,-379866.583348,3046376.959391
216,0.847717,1.268499,-0.000754,0.009028,0.006358,3118751.050818,0.000000,3123367.199325,3125613.409752,-99731.025754,3046376.959391
217,0.847743,1.232698,-0.002267,0.008217,0.004561,3092885.307183,0.000000,3123367.199325,3125613.409752,230773.371140,3046376.959391
218,0.847793,1.268864,0.003778,0.010139,0.010226,3163463.372353,0.000000,3123367.199325,3125613.409752,-576306.653022,3046376.959391
219,0.847805,1.171650,0.000148,0.011342,0.010066,2912514.078529,0.000000,3123367.199325,3125613.409752,-508124.687229,3046376.959391
220,0.847855,1.283182,-0.001523,0.008166,0.007837,3129821.696570,0.000000,3123367.199325,3125613.409752,-635984.792670,3046376.959391
221,0.847904,1.209991,0.000090,0.009252,0.002818,3115972.399150,0.000000,3123367.199325,3125613.409752,-2064276.882975,3046376.959391
222,0.847928,1.271358,0.000378,0.011625,0.004113,3072228.991498,0.000000,3123367.199325,3125613.409752,-797749.551106,3046376.959391
223,0.847954,1.205686,-0.000431,0.010502,0.005181,3019390.017845,0.000000,3123367.199325,3125613.409752,1860760.120449,3046376.959391
224,0.848012,1.184894,-0.000501,0.011892,0.004402,2946243.831820,0.000000,3123367.199325,3125613.409752,269666.024873,3046376.959391
225,0.848041,1.241390,0.001907,0.013560,0.007064,2975051.747707,0.000000,3123367.199325,3125613.409752,-1716189.151371,3046376.959391
226,0.848051,1.192927,0.002176,0.007301,0.008863,3174538.921526,0.000000,3123367.199325,3125613.409752,-1967577.006578,3046376.959391
227,0.848058,1.295049,-0.000130,0.007690,0.005892,3219760.791465,0.000000,3123367.199325,3125613.409752,119792.161322,3046376.959391
228,0.848190,1.250932,-0.000011,0.012872,0.005302,2975424.102698,0.000000,3123367.199325,3125613.409752,-1042523.121960,3046376.959391
229,0.848197,1.235790,0.000852,0.010994,0.007164,3044822.992564,0.000000,3123367.199325,3125613.409752,-1461717.106919,3046376.959391
230,0.848201,1.256598,0.000745,0.008124,0.005113,3199684.559259,0.000000,3123367.199325,3125613.409752,1816197.437626,3046376.959391
231,0.848207,1.233032,-0.002339,0.009267,0.008340,3006569.657521,0.000000,3123367.199325,3125613.409752,1135929.633132,3046376.959391
232,0.848245,1.223919,0.002103,0.004640,0.006016,3333356.549194,0.000000,3123367.199325,3125613.409752,2117886.254452,3046376.959391
233,0.848274,1.209184,0.001431,0.008721,0.011041,3088114.087353,0.000000,3123367.199325,3125613.409752,177625.158678,3046376.959391
234,0.848295,1.238479,0.001479,0.005061,0.011864,3254452.597093,0.000000,3123367.199325,3125613.409752,232345.869258,3046376.959391
235,0.848300,1.257631,-0.001276,0.004837,0.000798,3316358.656067,0.000000,3123367.199325,3125613.409752,-1550404.802235,3046376.959391
236,0.848472,1.209189,-0.001670,0.010216,0.008067,2965888.044266,0.000000,3123367.199325,3125613.409752,-778916.978431,3046376.959391
237,0.848478,1.262213,0.002036,0.008633,0.006755,3204111.489697,0.000000,3123367.199325,3125613.409752,148633.430085,3046376.959391
238,0.848487,1.204006,-0.000783,0.010342,0.008143,2981337.995822,0.000000,3123367.199325,3125613.409752,1290288.427967,3046376.959391
239,0.848493,1.253220,0.000336,0.006631,0.008406,3210083.150589,0.000000,3123367.199325,3125613.409752,-2600236.074104,3046376.959391
240,0.848548,1.277364,-0.003169,0.006551,0.004880,3173375.105573,0.000000,3123367.199325,3125613.409752,1406020.348066,3046376.959391
241,0.848604,1.179187,-0.002066,0.005010,0.003954,3183999.922522,0.000000,3123367.199325,3125613.409752,-489784.789946,3046376.959391
242,0.848622,1.246996,0.000857,0.007946,0.008426,3166581.162071,0.000000,3123367.199325,3125613.409752,646823.175577,3046376.959391
243,0.848624,1.267873,0.000043,0.010736,0.008452,3049013.509660,0.000000,3123367.199325,3125613.409752,-343248.044899,3046376.959391
244,0.848679,1.259107,-0.001476,0.004729,0.004435,3279951.612720,0.000000,3123367.199325,3125613.409752,316796.188023,3046376.959391
245,0.848701,1.237219,-0.001590,0.008444,0.005465,3098141.569710,0.000000,3123367.199325,3125613.409752,-751572.373338,3046376.959391
246,0.848755,1.252102,0.000056,0.007508,0.004440,3207579.819356,0.000000,3123367.199325,3125613.409752,290979.386349,3046376.959391
247,0.848803,1.266351,-0.005005,0.009031,0.010231,2948281.824313,0.000000,3123367.199325,3125613.409752,-23180.472728,3046376.959391
248,0.848832,1.221616,0.001861,0.011619,0.007124,3035429.629662,0.000000,3123367.199325,3125613.409752,-558741.603468,3046376.959391
249,0.848877,1.209460,-0.003000,0.005392,0.003901,3171211.725458,0.000000,3123367.199325,3125613.409752,-2566383.813474,3046376.959391
250,0.848894,1.185219,0.002507,0.009427,0.008472,3095170.324222,0.000000,3123367.199325,3125613.409752,2403207.430257,3046376.959391
251,0.848916,1.290220,0.001974,0.008332,0.012543,3180438.305153,0.000000,3123367.199325,3125613.409752,-822984.465646,3046376.959391
252,0.848932,1.196886,0.001241,0.007340,0.011898,3118172.701239,0.000000,3123367.199325,3125613.409752,-854209.184394,3046376.959391
253,0.848935,1.260603,-0.001745,0.009609,0.001740,3108261.518990,0.000000,3123367.199325,3125613.409752,332125.055066,3046376.959391
254,0.849044,1.223620,0.000123,0.007424,0.009724,3131004.488811,0.000000,3123367.199325,3125613.409752,-25529.452509,3046376.959391
255,0.849051,1.246683,0.000644,0.007357,0.004306,3226401.473609,0.000000,3123367.199325,3125613.409752,584587.076162,3046376.959391
256,0.849081,1.241763,-0.000964,0.006840,0.008370,3154800.761344,0.000000,3123367.199325,3125613.409752,211874.769189,3046376.959391
257,0.849183,1.244963,0.002456,0.008162,0.004482,3241974.571422,0.000000,3123367.199325,3125613.409752,1008570.378524,3046376.959391
258,0.849191,1.240633,-0.000714,0.004872,0.000560,3317612.502116,0.000000,3123367.199325,3125613.409752,393145.843289,3046376.959391
259,0.849205,1.227304,-0.002249,0.003078,0.002819,3309950.136698,0.000000,3123367.199325,3125613.409752,414252.097089,3046376.959391
260,0.849219,1.237396,-0.004235,0.003094,0.004357,3248414.666178,0.000000,3123367.199325,3125613.409752,-1243356.520654,3046376.959391
261,0.849276,1.226491,-0.001615,0.005110,0.005365,3222115.521566,0.000000,3123367.199325,3125613.409752,593173.004236,3046376.959391
262,0.849289,1.276153,0.002831,0.005071,0.011751,3326379.132958,0.000000,3123367.199325,3125613.409752,1293726.272777,3046376.959391
263,0.849378,1.218533,-0.003187,0.005400,0.003103,3182460.713939,0.000000,3123367.199325,3125613.409752,-1176623.588434,3046376.959391
264,0.849379,1.207661,-0.002925,0.011061,0.007461,2896275.332094,0.000000,3123367.199325,3125613.409752,-209592.845099,3046376.959391
265,0.849432,1.223183,-0.003748,0.004849,0.000646,3218237.317773,0.000000,3123367.199325,3125613.409752,-716391.594047,3046376.959391
266,0.849436,1.238614,-0.000014,0.012548,0.010364,2920254.606390,0.000000,3123367.199325,3125613.409752,-794388.294112,3046376.959391
267,0.849458,1.223537,0.000633,0.006979,0.007922,3182302.190385,0.000000,3123367.199325,3125613.409752,-2720770.912135,3046376.959391
268,0.849470,1.210191,-0.000184,0.008592,0.004968,3112530.695190,0.000000,3123367.199325,3125613.409752,-1201979.517694,3046376.959391
269,0.849475,1.230823,0.000023,0.007347,0.006835,3168459.229928,0.000000,3123367.199325,3125613.409752,2005211.529143,3046376.959391
270,0.849490,1.300137,0.000711,0.007690,0.003161,3275824.777518,0.000000,3123367.199325,3125613.409752,1026194.824935,3046376.959391
271,0.849552,1.179513,0.001481,0.011813,0.004297,3005701.677354,0.000000,3123367.199325,3125613.409752,-1736357.255762,3046376.959391
272,0.849566,1.245501,0.001667,0.015633,0.010269,2845482.582139,0.000000,3123367.199325,3125613.409752,-763011.136232,3046376.959391
273,0.849570,1.229967,-0.000316,0.008205,0.004777,3145184.691073,0.000000,3123367.199325,3125613.409752,-461113.646342,3046376.959391
274,0.849636,1.260631,0.001863,0.010125,0.007663,3128788.868769,0.000000,3123367.199325,3125613.409752,607464.732571,3046376.959391
275,0.849637,1.243156,0.000086,0.008329,0.009742,3111726.771615,0.000000,3123367.199325,3125613.409752,107825.635745,3046376.959391
276,0.849677,1.242569,0.002527,0.014834,0.005551,2957888.453518,0.000000,3123367.199325,3125613.409752,-165737.460346,3046376.959391
277,0.849716,1.187972,-0.001340,0.008584,0.005571,3051258.870607,0.000000,3123367.199325,3125613.409752,349325.449472,3046376.959391
278,0.849742,1.197020,-0.001554,0.012147,0.007000,2885873.762419,0.000000,3123367.199325,3125613.409752,1170990.765523,3046376.959391
279,0.849784,1.286260,-0.000171,0.009848,0.009112,3090239.548505,0.000000,3123367.199325,3125613.409752,-1383667.331727,3046376.959391
280,0.849808,1.238393,0.002749,0.010372,0.008280,3116676.562554,0.000000,3123367.199325,3125613.409752,2417017.197107,3046376.959391
281,0.849874,1.191657,-0.000954,0.008040,0.008472,3057326.844027,0.000000,3123367.199325,3125613.409752,2192131.162182,3046376.959391
282,0.849899,1.224522,0.001146,0.008644,0.005963,3151793.179044,0.000000,3123367.199325,3125613.409752,-53845.276012,3046376.959391
283,0.849916,1.235770,0.000622,0.005024,0.005044,3299076.582459,0.000000,3123367.199325,3125613.409752,2347914.374248,3046376.959391
284,0.849961,1.247335,-0.000587,0.008200,0.005335,3148222.121361,0.000000,3123367.199325,3125613.409752,-1525089.961869,3046376.959391
285,0.849976,1.282091,0.003239,0.006222,0.009398,3322464.437142,0.000000,3123367.199325,3125613.409752,473196.667130,3046376.959391
286,0.850053,1.269976,0.001002,0.007943,0.008667,3190039.229348,0.000000,3123367.199325,3125613.409752,-1011868.520195,3046376.959391
287,0.850122,1.232748,-0.000645,0.005430,0.001558,3281183.982577,0.000000,3123367.199325,3125613.409752,-1431203.770906,3046376.959391
288,0.850186,1.281249,-0.002208,0.005023,0.007746,3235080.064660,0.000000,3123367.199325,3125613.409752,-1926047.021868,3046376.959391
289,0.850241,1.195727,0.003049,0.011248,0.003880,3095917.235868,0.000000,3123367.199325,3125613.409752,-824568.461992,3046376.959391
290,0.850241,1.253906,-0.000569,0.010539,0.006384,3048284.787780,0.000000,3123367.199325,3125613.409752,-545711.771625,3046376.959391
291,0.850297,1.228871,-0.002190,0.008629,0.004682,3073761.999559,0.000000,3123367.199325,3125613.409752,-813219.982504,3046376.959391
292,0.850307,1.166074,-0.002359,0.007354,0.003608,3072259.698792,0.000000,3123367.199325,3125613.409752,1323172.972702,3046376.959391
293,0.850362,1.210212,-0.000380,0.009091,0.006722,3067800.879451,0.000000,3123367.199325,3125613.409752,971139.442180,3046376.959391
294,0.850408,1.211803,-0.001708,0.006098,0.007802,3141327.011849,0.000000,3123367.199325,3125613.409752,-1411096.109733,3046376.959391
295,0.850463,1.238383,0.002878,0.008759,0.010323,3163999.975033,0.000000,3123367.199325,3125613.409752,2195950.361272,3046376.959391
296,0.850515,1.266019,-0.003945,0.006766,0.004258,3138873.619683,0.000000,3123367.199325,3125613.409752,-808128.825578,3046376.959391
297,0.850516,1.231612,0.000618,0.005933,0.009532,3214354.570149,0.000000,3123367.199325,3125613.409752,-942135.194321,3046376.959391
298,0.850522,1.243395,-0.001830,0.007368,0.005078,3145228.638049,0.000000,3123367.199325,3125613.409752,1072352.454120,3046376.959391
299,0.850532,1.208756,-0.000206,0.005601,0.007339,3205798.760195,0.000000,3123367.199325,3125613.409752,77031.301070,3046376.959391
300,0.850533,1.216449,-0.003737,0.005873,0.002866,3148666.583204,0.000000,3123367.199325,3125613.409752,-1035758.497235,3046376.959391
301,0.850650,1.255395,-0.003316,0.005334,0.005986,3186101.701492,3125432.533647,3123367.199325,3125613.409752,1621596.594749,3046376.959391
302,0.850650,1.202115,-0.000689,0.010768,0.009120,2953707.327364,0.000000,3123367.199325,3125613.409752,183679.992678,3046376.959391
303,0.850693,1.206426,-0.001069,0.005127,0.008074,3190530.911751,0.000000,3123367.199325,3125613.409752,600995.815171,3046376.959391
304,0.850707,1.237705,0.001126,0.007849,0.008659,3167414.790504,0.000000,3123367.199325,3125613.409752,-757881.954982,3046376.959391
305,0.850710,1.235197,0.000956,0.007330,0.006834,3199868.136787,0.000000,3123367.199325,3125613.409752,-575577.311743,3046376.959391
306,0.850717,1.279575,-0.002825,0.010728,0.005823,3004655.907731,0.000000,3123367.199325,3125613.409752,-1268674.339693,3046376.959391
307,0.850731,1.202756,-0.000454,0.006414,0.008940,3144091.915793,0.000000,3123367.199325,3125613.409752,1431591.136728,3046376.959391
308,0.850759,1.285202,-0.003385,0.011077,0.005924,2977496.606239,0.000000,3123367.199325,3125613.409752,1008444.292747,3046376.959391
309,0.850846,1.257672,-0.000461,0.006560,0.010021,3178297.782718,0.000000,3123367.199325,3125613.409752,-2536536.160044,3046376.959391
310,0.850870,1.225916,-0.001677,0.008379,0.002722,3117168.605471,0.000000,3123367.199325,3125613.409752,1156205.364562,3046376.959391
311,0.850898,1.220113,-0.005543,0.008043,0.003738,3000633.786335,0.000000,3123367.199325,3125613.409752,1019967.186456,3046376.959391
312,0.851025,1.231476,0.001734,0.009416,0.007468,3128480.626812,0.000000,3123367.199325,3125613.409752,558179.683774,3046376.959391
313,0.851097,1.238826,0.002428,0.013571,0.006661,2992865.517770,0.000000,3123367.199325,3125613.409752,2472362.571319,3046376.959391
314,0.851198,1.198428,-0.001084,0.006839,0.007690,3117975.330086,0.000000,3123367.199325,3125613.409752,871035.777100,3046376.959391
315,0.851238,1.262277,-0.002981,0.009404,0.010645,2985616.982822,0.000000,3123367.199325,3125613.409752,-311945.691975,3046376.959391
316,0.851290,1.238505,0.000953,0.011444,0.006753,3036867.168102,0.000000,3123367.199325,3125613.409752,85688.980269,3046376.959391
317,0.851305,1.251622,-0.000864,0.008465,0.008147,3104070.061303,0.000000,3123367.199325,3125613.409752,-386285.911487,3046376.959391
318,0.851316,1.201103,-0.003512,0.011180,0.006814,2873860.297176,0.000000,3123367.199325,3125613.409752,-805455.342121,3046376.959391
319,0.851344,1.214135,-0.002279,0.006241,0.007921,3120288.602150,0.000000,3123367.199325,3125613.409752,1643744.805689,3046376.959391
320,0.851376,1.253820,-0.000357,0.011377,0.008265,2999049.834336,0.000000,3123367.199325,3125613.409752,286181.076988,3046376.959391
321,0.851396,1.267124,0.000744,0.015423,0.010034,2851316.867661,0.000000,3123367.199325,3125613.409752,1348376.259277,3046376.959391
322,0.851424,1.205915,0.000179,0.007780,0.006736,3133516.098059,0.000000,3123367.199325,3125613.409752,100935.366919,3046376.959391
323,0.851447,1.228092,-0.000484,0.006700,0.006425,3182001.264889,0.000000,3123367.199325,3125613.409752,-77132.941219,3046376.959391
324,0.851464,1.188705,-0.000818,0.008175,0.007588,3062816.269205,0.000000,3123367.199325,3125613.409752,-3965051.126782,3046376.959391
325,0.851496,1.245712,0.001297,0.008934,0.006349,3160694.157039,0.000000,3123367.199325,3125613.409752,653147.885823,3046376.959391
326,0.851499,1.247331,0.000708,0.008201,0.004391,3195125.556532,0.000000,3123367.199325,3125613.409752,-1609520.066111,3046376.959391
327,0.851541,1.236915,0.001698,0.014861,0.009837,2877172.624134,0.000000,3123367.199325,3125613.409752,-1216903.550761,3046376.959391
328,0.851543,1.276858,0.002290,0.009482,0.006822,3191160.516652,0.000000,3123367.199325,3125613.409752,1521933.973471,3046376.959391
329,0.851584,1.226032,-0.000525,0.002475,0.007057,3336734.484148,0.000000,3123367.199325,3125613.409752,783584.058566,3046376.959391
330,0.851622,1.243197,-0.001580,0.002518,0.007634,3316120.190322,0.000000,3123367.199325,3125613.409752,-2448405.898999,3046376.959391
331,0.851628,1.199951,-0.000687,0.003846,0.008991,3236434.086903,0.000000,3123367.199325,3125613.409752,-1798131.877524,3046376.959391
332,0.851628,1.280873,0.001075,0.010444,0.005474,3135965.025133,0.000000,3123367.199325,3125613.409752,1123921.949252,3046376.959391
333,0.851736,1.185288,0.004570,0.013221,0.007736,3007259.744297,0.000000,3123367.199325,3125613.409752,-757973.527600,3046376.959391
334,0.851826,1.247952,0.002263,0.008513,0.006693,3203346.100559,0.000000,3123367.199325,3125613.409752,173128.828714,3046376.959391
335,0.851848,1.269752,0.001503,0.008407,0.005814,3215451.006997,0.000000,3123367.199325,3125613.409752,-564771.425419,3046376.959391
336,0.851875,1.257549,-0.000804,0.004910,0.003428,3300738.488497,0.000000,3123367.199325,3125613.409752,2290929.786409,3046376.959391
337,0.851894,1.230253,-0.001587,0.006681,0.007572,3141482.346636,0.000000,3123367.199325,3125613.409752,1122514.450214,3046376.959391
