#Sample,Regressor_0_USD,Regressor_1_GBP,Regressor_2_EUR-EURIBOR-3M,Regressor_3_USD-LIBOR-3M,Regressor_4_GBP-LIBOR-3M,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
1945,0.876714,1.243092,0.001319,0.014097,0.007538,2936674.639347,0.000000,3123367.199325,3125613.409752,-1232370.874437,3046376.959391
1946,0.876721,1.239782,-0.000229,0.004974,0.007273,3264000.351978,0.000000,3123367.199325,3125613.409752,753264.625463,3046376.959391
1947,0.876724,1.168339,0.001797,0.010685,0.012906,2962298.706669,0.000000,3123367.199325,3125613.409752,-1448209.883551,3046376.959391
1948,0.876741,1.262844,0.000581,0.009342,0.007555,3132352.630221,0.000000,3123367.199325,3125613.409752,-1903753.667287,3046376.959391
1949,0.876748,1.213629,-0.000661,0.007921,0.009719,3084217.407050,0.000000,3123367.199325,3125613.409752,-2384588.625629,3046376.959391
1950,0.876754,1.226574,0.003120,0.004306,0.006524,3375996.107456,0.000000,3123367.199325,3125613.409752,-789859.097356,3046376.959391
1951,0.876760,1.262545,-0.002437,0.006555,0.005289,3181517.541368,0.000000,3123367.199325,3125613.409752,-130528.993808,3046376.959391
1952,0.876763,1.221331,0.000318,0.008782,0.008158,3101584.384371,0.000000,3123367.199325,3125613.409752,2749452.327380,3046376.959391
1953,0.876802,1.179230,0.000030,0.007156,0.004668,3156065.655951,0.000000,3123367.199325,3125613.409752,1908855.486988,3046376.959391
1954,0.876812,1.230050,-0.002216,0.005851,0.004491,3193799.478122,0.000000,3123367.199325,3125613.409752,-126775.853281,3046376.959391
1955,0.876815,1.257560,-0.000078,0.009096,0.005747,3137469.156977,0.000000,3123367.199325,3125613.409752,-522476.792657,3046376.959391
1956,0.876825,1.255251,-0.001486,0.004653,0.008989,3238338.967292,0.000000,3123367.199325,3125613.409752,1036338.973705,3046376.959391
1957,0.876844,1.226050,-0.000948,0.006667,0.009043,3145920.391272,0.000000,3123367.199325,3125613.409752,-578592.733179,3046376.959391
1958,0.876852,1.226347,-0.001856,0.000554,0.003225,3415907.081343,0.000000,3123367.199325,3125613.409752,1438296.573611,3046376.959391
1959,0.876893,1.189324,-0.001768,0.004239,0.004881,3228263.613201,0.000000,3123367.199325,3125613.409752,-1191557.479518,3046376.959391
1960,0.876895,1.286302,-0.003146,0.005786,0.003472,3232736.751825,3125468.796693,3123367.199325,3125613.409752,-1160575.469834,3046376.959391
1961,0.876898,1.238548,-0.000225,0.006299,0.002466,3260391.128526,0.000000,3123367.199325,3125613.409752,-14437.517032,3046376.959391
1962,0.876903,1.247800,-0.005290,-0.000031,0.005205,3345800.212234,0.000000,3123367.199325,3125613.409752,-247389.033411,3046376.959391
1963,0.876944,1.251746,0.002370,0.010428,0.007686,3128018.576696,0.000000,3123367.199325,3125613.409752,465493.590617,3046376.959391
1964,0.876959,1.181426,0.002309,0.011158,0.009343,3010247.177194,0.000000,3123367.199325,3125613.409752,-1786224.120436,3046376.959391
1965,0.876969,1.237496,-0.001836,0.010342,0.004018,3034302.845263,0.000000,3123367.199325,3125613.409752,-653740.811688,3046376.959391
1966,0.876982,1.263331,-0.001344,0.007251,0.007596,3161458.783701,0.000000,3123367.199325,3125613.409752,795740.887666,3046376.959391
1967,0.876983,1.221053,-0.002546,0.011470,0.004238,2946397.868457,0.000000,3123367.199325,3125613.409752,2148598.854807,3046376.959391
1968,0.876996,1.248680,-0.004788,0.005438,0.005618,3142894.568627,0.000000,3123367.199325,3125613.409752,518816.927013,3046376.959391
1969,0.876999,1.282832,0.001723,0.008779,0.004305,3239444.795707,0.000000,3123367.199325,3125613.409752,-835787.994385,3046376.959391
1970,0.877012,1.204420,0.000840,0.009187,0.009125,3073599.504133,0.000000,3123367.199325,3125613.409752,-692705.713124,3046376.959391
1971,0.877021,1.185116,-0.001590,0.007111,0.010691,3052325.849071,0.000000,3123367.199325,3125613.409752,-555730.148420,3046376.959391
1972,0.877038,1.231555,0.001727,0.010757,0.007508,3078563.567197,0.000000,3123367.199325,3125613.409752,34555.860368,3046376.959391
1973,0.877045,1.255961,-0.000248,0.010545,0.009026,3036422.754329,0.000000,3123367.199325,3125613.409752,1295118.967064,3046376.959391
1974,0.877048,1.217587,-0.001724,0.010758,0.007737,2959291.000369,0.000000,3123367.199325,3125613.409752,-40569.221134,3046376.959391
1975,0.877062,1.242145,0.000263,0.004550,0.006660,3302220.247856,0.000000,3123367.199325,3125613.409752,-2286305.477785,3046376.959391
1976,0.877120,1.233188,0.003126,0.008571,0.006323,3220459.737318,0.000000,3123367.199325,3125613.409752,686862.956393,3046376.959391
1977,0.877120,1.241958,-0.002071,0.008318,0.008358,3068629.902515,0.000000,3123367.199325,3125613.409752,-339536.252697,3046376.959391
1978,0.877147,1.200617,-0.000732,0.009117,0.008189,3036647.165351,0.000000,3123367.199325,3125613.409752,-1963515.619009,3046376.959391
1979,0.877150,1.217836,-0.001671,0.007121,0.006103,3130158.488598,0.000000,3123367.199325,3125613.409752,-2166981.073755,3046376.959391
1980,0.877194,1.191730,-0.000804,0.005053,0.004430,3230146.075590,0.000000,3123367.199325,3125613.409752,-1299047.980863,3046376.959391
1981,0.877210,1.238846,-0.002873,0.007297,0.011503,3050252.697837,0.000000,3123367.199325,3125613.409752,-82508.212665,3046376.959391
1982,0.877224,1.285697,0.000873,0.003762,0.007285,3381033.915939,0.000000,3123367.199325,3125613.409752,-492133.075239,3046376.959391
1983,0.877237,1.266163,-0.005213,0.009264,0.007889,2964107.191793,0.000000,3123367.199325,3125613.409752,855778.069295,3046376.959391
1984,0.877267,1.238733,0.000643,0.007502,0.010828,3151124.948189,0.000000,3123367.199325,3125613.409752,1111604.862510,3046376.959391
1985,0.877276,1.223914,-0.004899,0.009678,0.008032,2911613.637409,0.000000,3123367.199325,3125613.409752,-2570249.653136,3046376.959391
1986,0.877302,1.256983,-0.008342,0.002687,0.005714,3158723.412640,0.000000,3123367.199325,3125613.409752,831122.257124,3046376.959391
1987,0.877354,1.161304,0.002528,0.014285,0.009577,2859124.926818,0.000000,3123367.199325,3125613.409752,-2156685.712979,3046376.959391
1988,0.877355,1.250460,0.004078,0.010860,0.010850,3125082.374505,0.000000,3123367.199325,3125613.409752,979099.220479,3046376.959391
1989,0.877367,1.213691,-0.002630,0.009757,0.007547,2972806.064739,0.000000,3123367.199325,3125613.409752,1163337.460088,3046376.959391
1990,0.877367,1.195217,0.001842,0.011179,0.011157,2989054.015759,0.000000,3123367.199325,3125613.409752,293025.452396,3046376.959391
1991,0.877391,1.218657,0.001576,0.012978,0.008117,2961646.614164,0.000000,3123367.199325,3125613.409752,1127801.062133,3046376.959391
1992,0.877393,1.217751,-0.000246,0.013573,0.002398,2943769.287656,0.000000,3123367.199325,3125613.409752,1511372.283496,3046376.959391
1993,0.877403,1.294344,-0.002466,0.005164,0.005837,3259204.068081,0.000000,3123367.199325,3125613.409752,-458708.021890,3046376.959391
1994,0.877431,1.245836,-0.004821,0.008006,0.003582,3056137.676275,0.000000,3123367.199325,3125613.409752,2120827.668509,3046376.959391
1995,0.877431,1.204846,-0.001887,0.010758,0.013348,2877765.367852,0.000000,3123367.199325,3125613.409752,25964.049369,3046376.959391
1996,0.877443,1.223020,0.001610,0.004411,0.004709,3346427.084459,0.000000,3123367.199325,3125613.409752,1386613.402158,3046376.959391
1997,0.877481,1.194831,0.000806,0.006913,0.002895,3220739.402807,0.000000,3123367.199325,3125613.409752,-2202765.791482,3046376.959391
1998,0.877498,1.265794,0.000207,0.007307,0.005657,3225478.990568,0.000000,3123367.199325,3125613.409752,-2090669.731641,3046376.959391
1999,0.877511,1.226110,-0.003409,0.007315,0.004254,3099640.632798,0.000000,3123367.199325,3125613.409752,-988282.623751,3046376.959391
2000,0.877519,1.189812,0.003776,0.009702,0.007485,3141316.393838,0.000000,3123367.199325,3125613.409752,2388875.311365,3046376.959391
2001,0.877530,1.159833,0.003049,0.005622,0.007078,3258734.847522,0.000000,3123367.199325,3125613.409752,-2109037.376479,3046376.959391
2002,0.877565,1.235031,0.003634,0.011155,0.010079,3093738.984379,0.000000,3123367.199325,3125613.409752,2639402.002410,3046376.959391
2003,0.877576,1.247642,-0.001644,0.009692,0.003273,3084867.620935,0.000000,3123367.199325,3125613.409752,-899137.873695,3046376.959391
2004,0.877583,1.224366,0.000298,0.008754,0.005893,3129240.032802,0.000000,3123367.199325,3125613.409752,-963773.794320,3046376.959391
2005,0.877586,1.225792,-0.002895,0.005784,0.006763,3149638.100272,0.000000,3123367.199325,3125613.409752,-1469627.031676,3046376.959391
2006,0.877595,1.240036,-0.001846,0.009504,0.005238,3058170.973622,0.000000,3123367.199325,3125613.409752,-593446.135826,3046376.959391
2007,0.877596,1.201475,0.003666,0.012258,0.005910,3061794.984565,0.000000,3123367.199325,3125613.409752,-4189620.524060,3046376.959391
2008,0.877602,1.180955,-0.004324,0.006039,0.006517,3057526.307330,0.000000,3123367.199325,3125613.409752,-471299.637364,3046376.959391
2009,0.877608,1.192047,-0.001999,0.010618,0.006273,2947792.255170,0.000000,3123367.199325,3125613.409752,2807587.588777,3046376.959391
2010,0.877615,1.242402,-0.005768,0.007853,0.003605,3030908.842381,0.000000,3123367.199325,3125613.409752,-1784443.124110,3046376.959391
2011,0.877617,1.249584,-0.002045,0.009205,0.007443,3050087.207448,0.000000,3123367.199325,3125613.409752,-10179.453269,3046376.959391
2012,0.877617,1.226878,-0.002380,0.002443,0.002840,3335487.057776,0.000000,3123367.199325,3125613.409752,-1367318.655530,3046376.959391
2013,0.877649,1.256636,-0.000369,0.012126,0.005859,3002016.942107,0.000000,3123367.199325,3125613.409752,-1257316.243392,3046376.959391
2014,0.877652,1.250023,-0.001291,0.010001,0.001072,3108365.751126,0.000000,3123367.199325,3125613.409752,-1241094.093648,3046376.959391
2015,0.877655,1.220923,0.000132,0.009785,0.008998,3045542.166139,3125469.843602,3123367.199325,3125613.409752,379082.300538,3046376.959391
2016,0.877672,1.240881,-0.001313,0.005244,0.005849,3239139.634356,0.000000,3123367.199325,3125613.409752,1504757.885643,3046376.959391
2017,0.877673,1.185074,-0.007134,0.005104,0.001190,3075111.630123,0.000000,3123367.199325,3125613.409752,849858.591790,3046376.959391
2018,0.877683,1.197933,-0.001384,0.007576,0.004701,3116037.314487,0.000000,3123367.199325,3125613.409752,391150.325793,3046376.959391
2019,0.877688,1.213345,-0.000047,0.008454,0.009382,3083806.900531,0.000000,3123367.199325,3125613.409752,38905.344985,3046376.959391
2020,0.877695,1.251574,0.000546,0.011708,0.008741,3010312.145189,0.000000,3123367.199325,3125613.409752,-132524.587173,3046376.959391
2021,0.877699,1.196931,-0.003870,0.006419,0.008692,3047082.105749,0.000000,3123367.199325,3125613.409752,-3568618.762962,3046376.959391
2022,0.877715,1.279315,0.001917,0.006004,0.004412,3347363.977910,0.000000,3123367.199325,3125613.409752,1365189.936437,3046376.959391
2023,0.877721,1.290604,0.000226,0.009853,0.005688,3147694.324075,0.000000,3123367.199325,3125613.409752,488946.781551,3046376.959391
2024,0.877729,1.206516,0.003115,0.010983,0.006460,3097061.470679,0.000000,3123367.199325,3125613.409752,57400.531622,3046376.959391
2025,0.877742,1.265079,0.002961,0.012797,0.012687,3006658.247248,0.000000,3123367.199325,3125613.409752,-75598.862193,3046376.959391
2026,0.877772,1.275097,-0.003154,0.011258,0.011396,2910894.831350,0.000000,3123367.199325,3125613.409752,822654.658107,3046376.959391
2027,0.877776,1.229722,0.000209,0.010508,0.009594,3019747.263640,0.000000,3123367.199325,3125613.409752,840398.374719,3046376.959391
2028,0.877790,1.241619,0.004043,0.007887,0.010469,3238214.203488,0.000000,3123367.199325,3125613.409752,-10347.165712,3046376.959391
2029,0.877804,1.236041,-0.002768,0.009076,0.005685,3040035.911117,0.000000,3123367.199325,3125613.409752,61850.543153,3046376.959391
2030,0.877812,1.219848,-0.002600,0.009417,0.013833,2924084.409422,0.000000,3123367.199325,3125613.409752,771603.389373,3046376.959391
2031,0.877822,1.237003,0.001570,0.013064,0.010423,2950450.735097,0.000000,3123367.199325,3125613.409752,994457.910920,3046376.959391
2032,0.877851,1.251100,-0.002528,0.007436,0.006543,3119789.706335,0.000000,3123367.199325,3125613.409752,1810984.777493,3046376.959391
2033,0.877854,1.187574,-0.001347,0.011958,0.004122,2929828.651422,0.000000,3123367.199325,3125613.409752,-511310.830528,3046376.959391
2034,0.877858,1.224938,0.000056,0.011142,0.007825,3003318.051733,0.000000,3123367.199325,3125613.409752,-2724116.663711,3046376.959391
2035,0.877875,1.204915,0.003130,0.011484,0.006388,3076200.233555,0.000000,3123367.199325,3125613.409752,-430233.173798,3046376.959391
2036,0.877884,1.227105,-0.001398,0.012690,0.005137,2925168.959527,0.000000,3123367.199325,3125613.409752,-3011126.015944,3046376.959391
2037,0.877911,1.224072,-0.007256,0.005575,0.003124,3069026.708237,0.000000,3123367.199325,3125613.409752,2139827.792108,3046376.959391
2038,0.877925,1.174157,0.000152,0.008299,0.006883,3085123.874337,0.000000,3123367.199325,3125613.409752,-1015685.520036,3046376.959391
2039,0.877927,1.253396,0.000535,0.007696,0.008255,3181081.646781,0.000000,3123367.199325,3125613.409752,-1199566.013875,3046376.959391
2040,0.877940,1.184373,-0.000275,0.008129,0.006179,3097009.546731,0.000000,3123367.199325,3125613.409752,-1300159.163677,3046376.959391
2041,0.877946,1.314694,0.001283,0.007288,0.008845,3268327.547927,0.000000,3123367.199325,3125613.409752,-2820316.490746,3046376.959391
2042,0.877950,1.220449,-0.001041,0.008720,0.006084,3086122.841002,0.000000,3123367.199325,3125613.409752,-388069.497155,3046376.959391
2043,0.877951,1.311584,-0.001739,0.011411,0.006499,3038165.974571,0.000000,3123367.199325,3125613.409752,-200047.144990,3046376.959391
2044,0.877952,1.255990,0.004878,0.010937,0.010097,3158173.086235,0.000000,3123367.199325,3125613.409752,1646386.107552,3046376.959391
2045,0.877957,1.249744,-0.001415,0.006526,0.007334,3178632.122368,0.000000,3123367.199325,3125613.409752,-941943.789952,3046376.959391
2046,0.877958,1.269047,-0.001646,0.009022,0.003938,3125599.842615,0.000000,3123367.199325,3125613.409752,-33294.452667,3046376.959391
2047,0.877968,1.176767,0.001170,0.009223,0.007710,3070533.108914,0.000000,3123367.199325,3125613.409752,769281.369818,3046376.959391
2048,0.877972,1.234378,0.000478,0.010842,0.011469,2997757.495022,0.000000,3123367.199325,3125613.409752,737367.745666,3046376.959391
2049,0.878017,1.254432,-0.002744,0.003175,0.008808,3262387.602564,0.000000,3123367.199325,3125613.409752,-2874022.210217,3046376.959391
2050,0.878021,1.252371,-0.002240,0.010762,0.007013,2986491.361353,0.000000,3123367.199325,3125613.409752,-1146604.288003,3046376.959391
2051,0.878042,1.178360,0.003596,0.009177,0.006842,3153364.120941,0.000000,3123367.199325,3125613.409752,878904.880714,3046376.959391
2052,0.878062,1.211725,-0.002596,0.011760,0.010481,2851562.262404,0.000000,3123367.199325,3125613.409752,-612772.069343,3046376.959391
2053,0.878066,1.197958,-0.002836,0.008175,0.003176,3065656.605723,0.000000,3123367.199325,3125613.409752,-390743.763184,3046376.959391
2054,0.878081,1.255463,0.000916,0.006466,0.006833,3256701.373001,0.000000,3123367.199325,3125613.409752,-385797.616109,3046376.959391
2055,0.878087,1.245013,0.000450,0.011062,0.010465,3009262.751883,0.000000,3123367.199325,3125613.409752,-935181.859711,3046376.959391
2056,0.878091,1.187096,-0.001683,0.006807,0.008140,3091762.869913,0.000000,3123367.199325,3125613.409752,944949.988338,3046376.959391
2057,0.878108,1.233730,-0.001084,0.009590,0.007225,3049504.988448,0.000000,3123367.199325,3125613.409752,682645.228283,3046376.959391
2058,0.878137,1.237593,-0.000607,0.008779,0.009272,3078716.650264,0.000000,3123367.199325,3125613.409752,1050234.566442,3046376.959391
2059,0.878141,1.231315,-0.003469,0.004956,0.004740,3192780.201244,0.000000,3123367.199325,3125613.409752,1709031.977295,3046376.959391
2060,0.878148,1.234646,-0.000421,0.006258,0.009272,3183220.774123,0.000000,3123367.199325,3125613.409752,815079.848321,3046376.959391
2061,0.878150,1.216732,-0.002004,0.007816,0.007730,3073938.651222,0.000000,3123367.199325,3125613.409752,252057.359263,3046376.959391
2062,0.878157,1.196958,0.001217,0.007208,0.007598,3173991.090994,0.000000,3123367.199325,3125613.409752,-564118.676670,3046376.959391
2063,0.878158,1.216337,0.002580,0.009629,0.013488,3071131.374566,0.000000,3123367.199325,3125613.409752,-567919.749436,3046376.959391
2064,0.878159,1.230237,-0.001775,0.006630,0.006142,3158481.413014,0.000000,3123367.199325,3125613.409752,2829260.598129,3046376.959391
2065,0.878185,1.262241,-0.003766,0.008294,0.008867,3034042.122993,0.000000,3123367.199325,3125613.409752,407363.127501,3046376.959391
2066,0.878197,1.275716,-0.004147,0.007570,0.008260,3072518.665472,0.000000,3123367.199325,3125613.409752,-169363.645604,3046376.959391
2067,0.878205,1.256551,0.000623,0.010369,0.006569,3096613.729858,0.000000,3123367.199325,3125613.409752,-978754.170910,3046376.959391
2068,0.878230,1.236220,-0.007361,0.004511,0.004912,3102154.111817,0.000000,3123367.199325,3125613.409752,1055843.859540,3046376.959391
2069,0.878231,1.241104,0.004139,0.007825,0.007136,3276782.341959,0.000000,3123367.199325,3125613.409752,-816337.863089,3046376.959391
2070,0.878240,1.214181,-0.000943,0.006611,0.007628,3152268.750476,0.000000,3123367.199325,3125613.409752,225592.778947,3046376.959391
2071,0.878246,1.261142,0.002980,0.009671,0.009747,3163403.305042,0.000000,3123367.199325,3125613.409752,273866.891948,3046376.959391
2072,0.878271,1.244489,-0.000033,0.013966,0.006266,2916933.284047,0.000000,3123367.199325,3125613.409752,-2641661.826258,3046376.959391
2073,0.878297,1.201119,-0.003564,0.008447,0.004331,3023361.076726,0.000000,3123367.199325,3125613.409752,-1371064.099176,3046376.959391
2074,0.878304,1.185030,-0.003779,0.009611,0.007391,2917057.698561,0.000000,3123367.199325,3125613.409752,-1795011.632474,3046376.959391
2075,0.878307,1.239783,0.000510,0.008603,0.009038,3122955.986682,0.000000,3123367.199325,3125613.409752,2641903.292346,3046376.959391
2076,0.878317,1.247171,0.000286,0.009715,0.003726,3134744.438346,0.000000,3123367.199325,3125613.409752,-212130.816146,3046376.959391
2077,0.878360,1.232671,-0.004706,0.010510,0.004170,2934387.229183,0.000000,3123367.199325,3125613.409752,-762824.583597,3046376.959391
2078,0.878361,1.233506,0.002742,0.009638,0.007590,3154596.727894,0.000000,3123367.199325,3125613.409752,288844.718318,3046376.959391
2079,0.878366,1.278124,-0.002587,0.005375,0.001015,3281981.991383,0.000000,3123367.199325,3125613.409752,617499.662557,3046376.959391
2080,0.878373,1.219885,-0.003921,0.005484,0.011165,3079898.113462,0.000000,3123367.199325,3125613.409752,-80546.729342,3046376.959391
2081,0.878411,1.255456,0.002188,0.008848,0.008010,3186579.166907,3125470.885699,3123367.199325,3125613.409752,-1446933.038996,3046376.959391
2082,0.878414,1.248115,-0.001779,0.006112,0.005437,3203037.196636,0.000000,3123367.199325,3125613.409752,-145063.202020,3046376.959391
2083,0.878419,1.245378,-0.001157,0.012480,0.004900,2962801.266280,0.000000,3123367.199325,3125613.409752,968087.593117,3046376.959391
2084,0.878421,1.223992,-0.001370,0.009119,0.004723,3078244.591756,0.000000,3123367.199325,3125613.409752,529005.553643,3046376.959391
2085,0.878429,1.235224,-0.000707,0.008269,0.004247,3147786.193691,0.000000,3123367.199325,3125613.409752,1340686.676274,3046376.959391
2086,0.878462,1.245469,0.000227,0.011118,0.006746,3041484.253360,0.000000,3123367.199325,3125613.409752,716096.144700,3046376.959391
2087,0.878463,1.203515,0.001650,0.007350,0.008011,3182518.027735,0.000000,3123367.199325,3125613.409752,-1248055.819336,3046376.959391
2088,0.878465,1.197885,-0.004345,0.006368,0.005012,3076109.596237,0.000000,3123367.199325,3125613.409752,31195.747891,3046376.959391
2089,0.878468,1.182939,0.001577,0.009922,0.006722,3070363.278503,0.000000,3123367.199325,3125613.409752,1524718.726882,3046376.959391
2090,0.878470,1.304695,0.004024,0.012563,0.009601,3119464.211620,0.000000,3123367.199325,3125613.409752,1120227.381402,3046376.959391
2091,0.878473,1.215597,0.001416,0.010392,0.007751,3066746.105277,0.000000,3123367.199325,3125613.409752,2727392.810435,3046376.959391
2092,0.878476,1.249258,0.000436,0.009504,0.004111,3145472.342872,0.000000,3123367.199325,3125613.409752,-2284645.744889,3046376.959391
2093,0.878489,1.295209,-0.002491,0.004952,0.003844,3287879.358798,0.000000,3123367.199325,3125613.409752,-441557.750523,3046376.959391
2094,0.878503,1.251294,0.002416,0.009413,0.006432,3183102.177598,0.000000,3123367.199325,3125613.409752,887980.984359,3046376.959391
2095,0.878514,1.234303,-0.001133,0.006425,0.001383,3237790.007782,0.000000,3123367.199325,3125613.409752,375065.851812,3046376.959391
2096,0.878520,1.256981,-0.002049,0.006737,0.007040,3162138.828868,0.000000,3123367.199325,3125613.409752,-413540.591425,3046376.959391
2097,0.878528,1.215888,-0.002005,0.012337,0.010197,2852370.332185,3125471.046520,3123367.199325,3125613.409752,-1186788.333085,3046376.959391
2098,0.878545,1.175570,-0.000977,0.008033,0.005749,3076739.088295,0.000000,3123367.199325,3125613.409752,-580902.923058,3046376.959391
2099,0.878551,1.169333,0.001107,0.011541,0.006536,2977242.698070,0.000000,3123367.199325,3125613.409752,-830019.497234,3046376.959391
2100,0.878553,1.260555,-0.001953,0.006998,0.004726,3181973.084244,0.000000,3123367.199325,3125613.409752,-835185.153818,3046376.959391
2101,0.878560,1.245413,-0.002286,0.009195,0.009763,3014135.560511,0.000000,3123367.199325,3125613.409752,-99823.746553,3046376.959391
2102,0.878591,1.202416,-0.001516,0.006443,0.005650,3152453.505241,0.000000,3123367.199325,3125613.409752,-1369154.985725,3046376.959391
2103,0.878614,1.263732,-0.001189,0.007076,0.005201,3198483.772678,0.000000,3123367.199325,3125613.409752,1129142.459929,3046376.959391
2104,0.878624,1.231112,0.002991,0.010829,0.010622,3078951.030089,0.000000,3123367.199325,3125613.409752,-1200855.242430,3046376.959391
2105,0.878625,1.268348,-0.000587,0.011867,0.008511,2988898.286176,0.000000,3123367.199325,3125613.409752,967280.396983,3046376.959391
2106,0.878641,1.339889,0.000725,0.009139,0.005600,3237002.656836,0.000000,3123367.199325,3125613.409752,-1081726.590906,3046376.959391
2107,0.878642,1.201738,0.001448,0.011633,0.005982,3021799.361518,0.000000,3123367.199325,3125613.409752,-1561497.261040,3046376.959391
2108,0.878656,1.203178,0.003499,0.006453,0.007454,3274711.279223,0.000000,3123367.199325,3125613.409752,294975.537241,3046376.959391
2109,0.878669,1.259330,0.001031,0.008583,0.009875,3148462.333295,0.000000,3123367.199325,3125613.409752,-1689732.625029,3046376.959391
2110,0.878679,1.246733,0.000505,0.010104,0.007956,3079790.129583,0.000000,3123367.199325,3125613.409752,1313632.806198,3046376.959391
2111,0.878684,1.239863,0.002037,0.009364,0.009080,3135846.104604,0.000000,3123367.199325,3125613.409752,551624.491833,3046376.959391
2112,0.878685,1.256605,-0.000912,0.009291,0.007035,3091184.124058,0.000000,3123367.199325,3125613.409752,1143279.120966,3046376.959391
2113,0.878703,1.242281,0.001578,0.002944,0.004190,3422662.073054,0.000000,3123367.199325,3125613.409752,1425433.989748,3046376.959391
2114,0.878704,1.236349,-0.001001,0.006038,0.006369,3207370.824572,0.000000,3123367.199325,3125613.409752,-2673534.527060,3046376.959391
2115,0.878733,1.209938,-0.006513,-0.000140,0.002121,3314136.475938,0.000000,3123367.199325,3125613.409752,-3434311.816174,3046376.959391
2116,0.878755,1.269735,0.004181,0.008679,0.008093,3261253.487731,0.000000,3123367.199325,3125613.409752,-1038875.872707,3046376.959391
2117,0.878800,1.176441,-0.003572,0.005134,0.003755,3141720.663598,3125471.421383,3123367.199325,3125613.409752,1973220.713989,3046376.959391
2118,0.878802,1.252343,0.000727,0.010175,0.011585,3049640.861205,0.000000,3123367.199325,3125613.409752,-221002.510660,3046376.959391
2119,0.878810,1.187732,-0.000058,0.009098,0.004279,3087381.909404,0.000000,3123367.199325,3125613.409752,-944004.750695,3046376.959391
2120,0.878818,1.230997,-0.001925,0.009333,0.008907,3014374.877741,0.000000,3123367.199325,3125613.409752,-1764008.010452,3046376.959391
2121,0.878835,1.161448,-0.001909,0.005401,0.006107,3139711.324690,0.000000,3123367.199325,3125613.409752,930757.400434,3046376.959391
2122,0.878841,1.186267,0.001864,0.008057,0.007439,3150213.505727,0.000000,3123367.199325,3125613.409752,-828683.763477,3046376.959391
2123,0.878843,1.239965,-0.001577,0.007832,0.004628,3141009.198585,0.000000,3123367.199325,3125613.409752,1391294.559953,3046376.959391
2124,0.878851,1.226815,0.001293,0.009183,0.004078,3162169.589828,0.000000,3123367.199325,3125613.409752,-682337.251303,3046376.959391
2125,0.878854,1.220840,-0.001127,0.011045,0.003217,3018784.523853,0.000000,3123367.199325,3125613.409752,-1202566.033411,3046376.959391
2126,0.878867,1.239738,-0.001865,0.005741,0.003948,3222919.076549,0.000000,3123367.199325,3125613.409752,-134495.801512,3046376.959391
2127,0.878875,1.211588,-0.000628,0.006413,0.007140,3171982.060406,0.000000,3123367.199325,3125613.409752,-772892.833141,3046376.959391
2128,0.878899,1.193508,0.003355,0.010179,0.013149,3052899.202725,0.000000,3123367.199325,3125613.409752,-535119.984533,3046376.959391
2129,0.878914,1.218741,0.000007,0.012418,0.008990,2928309.708676,0.000000,3123367.199325,3125613.409752,1276541.610132,3046376.959391
2130,0.878917,1.202288,0.000162,0.011035,0.002592,3046206.539115,0.000000,3123367.199325,3125613.409752,249306.593381,3046376.959391
2131,0.878922,1.271372,-0.001103,0.006107,0.005114,3246917.426925,0.000000,3123367.199325,3125613.409752,-486390.106342,3046376.959391
2132,0.878922,1.218031,-0.001627,0.007814,0.007602,3087794.620601,0.000000,3123367.199325,3125613.409752,221611.812192,3046376.959391
2133,0.878925,1.252286,-0.007020,0.007488,0.005496,2998070.690054,0.000000,3123367.199325,3125613.409752,-342777.058841,3046376.959391
2134,0.878932,1.282129,0.000347,0.009676,0.005030,3157419.526802,0.000000,3123367.199325,3125613.409752,168573.852637,3046376.959391
2135,0.878936,1.237425,-0.001018,0.009727,0.008142,3039591.208950,0.000000,3123367.199325,3125613.409752,-62245.002494,3046376.959391
2136,0.878939,1.207111,0.003301,0.007029,0.007295,3252173.742316,0.000000,3123367.199325,3125613.409752,-798417.039941,3046376.959391
2137,0.878946,1.212389,-0.001948,0.011298,0.008283,2918145.648209,0.000000,3123367.199325,3125613.409752,945123.230491,3046376.959391
2138,0.878947,1.235777,-0.001905,0.006505,0.006598,3160345.842664,0.000000,3123367.199325,3125613.409752,629335.006298,3046376.959391
2139,0.878959,1.266618,0.002146,0.008526,0.015441,3131013.946702,0.000000,3123367.199325,3125613.409752,1423506.835744,3046376.959391
2140,0.878964,1.200160,0.002427,0.008032,0.005883,3196490.535795,0.000000,3123367.199325,3125613.409752,265920.664605,3046376.959391
2141,0.878965,1.255607,-0.002412,0.006716,0.005542,3167133.227580,0.000000,3123367.199325,3125613.409752,-42765.505178,3046376.959391
2142,0.878977,1.197323,-0.001902,0.009835,0.007013,2981489.509502,0.000000,3123367.199325,3125613.409752,-2175064.437746,3046376.959391
2143,0.878977,1.270245,0.001948,0.011304,0.007273,3102666.395685,0.000000,3123367.199325,3125613.409752,303192.880733,3046376.959391
2144,0.878984,1.188629,-0.004158,0.008055,0.005092,3001545.821291,0.000000,3123367.199325,3125613.409752,2161104.587951,3046376.959391
2145,0.878988,1.217441,-0.003996,0.003532,0.003630,3232923.262921,0.000000,3123367.199325,3125613.409752,347219.502985,3046376.959391
2146,0.879001,1.229574,0.002750,0.008037,0.007040,3220611.296896,0.000000,3123367.199325,3125613.409752,-763071.056616,3046376.959391
